,Long Swap USDPLN,Short Swap USDPLN,1st Close,2nd Close,1st Exposure,2nd Exposure,Dzienny Profit,Long Swap USDNOK,Short Swap USDNOK,Daily P/L
2013-12-13,-5.787037037037037e-05,4.88888888888889e-05,6.18706,3.0488,100134.5323135148,-100000,-316.9215804100422,-5.707762557077626e-05,4.821917808219178e-05,-316.24180849937994
2013-12-16,-5.787037037037037e-05,4.3333333333333334e-05,6.1433,3.04275,100134.5323135148,-100000,-473.8687314379004,-5.707762557077626e-05,4.2739726027397265e-05,-473.3749347468609
2013-12-17,-6.878306878306878e-05,4.57516339869281e-05,6.1093,3.04449,100134.5323135148,-100000,-596.3257471243614,-6.784083496412262e-05,4.51248992747784e-05,-595.9349244817346
2013-12-18,-6.262626262626262e-05,5.046296296296297e-05,6.14015,3.05172,100134.5323135148,-100000,238.9342738027508,-6.176836861768368e-05,4.97716894977169e-05,239.58053638749658
2013-12-19,-5.787037037037037e-05,4.88888888888889e-05,6.1523,3.05545,100134.5323135148,-100000,62.94073088751338,-5.707762557077626e-05,4.821917808219178e-05,63.61179353466195
2013-12-20,-6.64141414141414e-05,5.277777777777778e-05,6.1559,3.05449,100134.5323135148,-100000,89.07821835324285,-6.550435865504357e-05,5.2054794520547945e-05,89.74057140405347
2013-12-23,-6.077872744539412e-05,5.1457194899817855e-05,6.1457,3.04411,100134.5323135148,-100000,196.2096621126329,-5.994614213792297e-05,5.0752301818998435e-05,196.92331937431817
2013-12-24,-5.555555555555556e-05,4.8e-05,6.14236,3.04011,100134.5323135148,-100000,85.38893025450125,-5.479452054794521e-05,4.734246575342467e-05,86.07454434272597
2013-12-26,-6.262626262626262e-05,5.046296296296297e-05,6.11576,3.02718,100134.5323135148,-100000,28.561025067872837,-6.176836861768368e-05,4.97716894977169e-05,29.216675294567
2013-12-27,-4.976851851851853e-05,4.1111111111111116e-05,6.14476,3.02035,100134.5323135148,-100000,695.0961990121104,-4.9086757990867586e-05,4.0547945205479454e-05,695.6574223337321
2013-12-30,-5.76923076923077e-05,4.9863387978142086e-05,6.07371,3.02034,100134.5323135148,-100000,-1126.9733018155166,-5.690200210748156e-05,4.918032786885247e-05,-1126.2604999029315
2013-12-31,-6.616161616161616e-05,5.138888888888889e-05,6.05944,3.01747,100134.5323135148,-100000,-129.21962953772527,-6.525529265255293e-05,5.068493150684932e-05,-128.5949523095859
2014-01-02,-6.577568134171907e-05,5.292145593869733e-05,6.15902,3.05581,100134.5323135148,-100000,254.58581135418356,-6.48746446110106e-05,5.2196504487482286e-05,255.26289760591507
2014-01-03,-6.237373737373737e-05,4.423076923076924e-05,6.15702,3.0672,100134.5323135148,-100000,-418.61466878310966,-6.151930261519301e-05,4.362486828240253e-05,-418.1731294381666
2014-01-06,-5.555555555555556e-05,4.6448087431694e-05,6.1697,3.07278,100134.5323135148,-100000,8.931793764857503,-5.479452054794521e-05,4.581181226139681e-05,9.554074228847753
2014-01-07,-6.543803418803419e-05,4.785247432306256e-05,6.15781,3.07083,100134.5323135148,-100000,-119.4484144306016,-6.454162276080085e-05,4.719696097617129e-05,-118.9396595229421
2014-01-08,-5.5318138651471985e-05,4.622040072859745e-05,6.1971,3.08174,100134.5323135148,-100000,242.19080758206653,-5.4560355930218946e-05,4.55872445542331e-05,242.80902065014882
2014-01-09,-5.57909604519774e-05,4.3836805555555555e-05,6.16486,3.08051,100134.5323135148,-100000,-458.4176054007103,-5.5026700719758535e-05,4.323630136986301e-05,-457.8883553231874
2014-01-10,-6.186868686868686e-05,4.8611111111111115e-05,6.13765,3.07308,100134.5323135148,-100000,-175.6453101222778,-6.10211706102117e-05,4.794520547945206e-05,-175.05902149217312
2014-01-13,-6.455761316872426e-05,5.0847457627118643e-05,6.11996,3.0465,100134.5323135148,-100000,626.1534770107846,-6.367326230339927e-05,5.015091711167866e-05,626.7807027832575
2014-01-14,-6.274801587301586e-05,5.092592592592593e-05,6.09856,3.04465,100134.5323135148,-100000,-275.95251999159336,-6.188845401174168e-05,5.022831050228311e-05,-275.2960531534027
2014-01-15,-6.324404761904761e-05,5.138888888888889e-05,6.125,3.06202,100134.5323135148,-100000,-174.7848413427619,-6.237769080234832e-05,5.068493150684932e-05,-174.12635513551905
2014-01-16,-6.175595238095236e-05,4.9999999999999996e-05,6.18172,3.0684,100134.5323135148,-100000,670.6180901796251,-6.090998043052836e-05,4.9315068493150684e-05,671.2609541971077
2014-01-17,-6.439393939393938e-05,5.092592592592593e-05,6.16511,3.08104,100134.5323135148,-100000,-684.2946733736426,-6.35118306351183e-05,5.022831050228311e-05,-683.6733598921788
2014-01-20,-6.507201646090533e-05,4.810298102981029e-05,6.1777,3.07753,100134.5323135148,-100000,313.7527791260045,-6.418061897513951e-05,4.744403608419645e-05,314.2755120419137
2014-01-21,-6.111111111111111e-05,4.7916666666666675e-05,6.17016,3.082,100134.5323135148,-100000,-267.36677085449173,-6.027397260273972e-05,4.726027397260274e-05,-266.7902210745009
2014-01-22,-6.455761316872426e-05,5.0847457627118643e-05,6.1642,3.07787,100134.5323135148,-100000,45.9950432967189,-6.367326230339927e-05,5.015091711167866e-05,46.612735031428
2014-01-23,-6.507201646090533e-05,4.810298102981029e-05,6.09,3.07796,100134.5323135148,-100000,-1173.4789192886155,-6.418061897513951e-05,4.744403608419645e-05,-1172.9713858185253
2014-01-24,-6.313131313131312e-05,5.092592592592593e-05,6.13693,3.0857,100134.5323135148,-100000,483.79330537315127,-6.2266500622665e-05,5.022831050228311e-05,484.4277055537098
2014-01-27,-6.455761316872426e-05,4.878048780487806e-05,6.14598,3.09004,100134.5323135148,-100000,-3.011311087641843,-6.367326230339927e-05,4.811226194453726e-05,-2.470083532819107
2014-01-28,-6.262626262626262e-05,5.046296296296297e-05,6.12847,3.0773,100134.5323135148,-100000,151.80442271493484,-6.176836861768368e-05,4.97716894977169e-05,152.43502003018514
2014-01-29,-6.430041152263375e-05,5.178907721280602e-05,6.16989,3.1056,100134.5323135148,-100000,-295.29681234244345,-6.341958396752918e-05,5.107963779893197e-05,-294.65848064048544
2014-01-30,-5.795019157088123e-05,4.673721340388007e-05,6.24848,3.12537,100134.5323135148,-100000,557.8429047384061,-5.715635333018423e-05,4.609697760382691e-05,558.4223637966392
2014-01-31,-6.18118118118118e-05,4.981634527089073e-05,6.27479,3.1563,100134.5323135148,-100000,-602.1412096306567,-6.0965074663704794e-05,4.913392958224839e-05,-601.535789570641
2014-02-03,-6.287878787878786e-05,5.069444444444445e-05,6.2883,3.15775,100134.5323135148,-100000,156.37596738616503,-6.201743462017434e-05,5e-05,156.9938029318138
2014-02-04,-6.40432098765432e-05,4.7199638663053303e-05,6.28506,3.1407,100134.5323135148,-100000,499.48674303317785,-6.316590563165904e-05,4.655306827040873e-05,499.98321239094963
2014-02-05,-5.555555555555556e-05,4.361979166666667e-05,6.23369,3.1157,100134.5323135148,-100000,37.98834622046616,-5.479452054794521e-05,4.30222602739726e-05,38.50815722234612
2014-02-06,-6.784188034188033e-05,5.1963601532567054e-05,6.21196,3.10542,100134.5323135148,-100000,6.391291886677209,-6.691253951527924e-05,5.125177137458669e-05,6.986005724852875
2014-02-07,-6.067251461988303e-05,4.228855721393035e-05,6.17468,3.0892,100134.5323135148,-100000,-36.56376507135337,-5.984138428262435e-05,4.170926190962993e-05,-36.165294211870226
2014-02-10,-6.864316239316238e-05,5.268199233716475e-05,6.12192,3.07008,100134.5323135148,-100000,-183.85083834542365,-6.770284510010536e-05,5.196032120925839e-05,-183.24225374420297
2014-02-11,-5.602636534839926e-05,4.405381944444444e-05,6.12625,3.06916,100134.5323135148,-100000,99.49197347658082,-5.525888089157188e-05,4.345034246575343e-05,100.02412883619564
2014-02-12,-6.262626262626262e-05,4.930555555555557e-05,6.109,3.07243,100134.5323135148,-100000,-383.4832991282783,-6.176836861768368e-05,4.8630136986301385e-05,-382.89098987720615
2014-02-13,-6.338383838383837e-05,4.9999999999999996e-05,6.10109,3.06492,100134.5323135148,-100000,128.55557351501557,-6.251556662515566e-05,4.9315068493150684e-05,129.16089670482117
2014-02-14,-6.287878787878786e-05,5.069444444444445e-05,6.07192,3.04447,100134.5323135148,-100000,232.3520949255426,-6.201743462017434e-05,5e-05,232.99447188886512
2014-02-17,-6.772486772486773e-05,5.199430199430199e-05,6.07412,3.02938,100134.5323135148,-100000,556.8890641972312,-6.679712981082843e-05,5.128205128205128e-05,557.5042189764094
2014-02-18,-5.1555555555555556e-05,4.3162393162393156e-05,6.03613,3.03133,100134.5323135148,-100000,-681.2703866707516,-5.084931506849315e-05,4.257112750263434e-05,-680.6900594067365
2014-02-19,-6.224279835390946e-05,4.5618789521228535e-05,6.0698,3.03954,100134.5323135148,-100000,260.14809785012494,-6.139015728056823e-05,4.49938745962802e-05,260.6361790674718
2014-02-20,-6.352880658436213e-05,4.674796747967479e-05,6.09472,3.05603,100134.5323135148,-100000,-167.00233184260105,-6.265854895991882e-05,4.610758436351486e-05,-166.50209818585807
2014-02-21,-6.03103103103103e-05,4.72910927456382e-05,6.0706,3.04247,100134.5323135148,-100000,78.85949788212929,-5.948414167592249e-05,4.6643269557341794e-05,79.43267223826969
2014-02-24,-6.322751322751323e-05,4.731638418079095e-05,6.0314,3.03057,100134.5323135148,-100000,-222.5689915430976,-6.236138290932811e-05,4.666821453447875e-05,-222.04302480749612
2014-02-25,-6.224279835390946e-05,4.5618789521228535e-05,6.04234,3.02971,100134.5323135148,-100000,207.61915104361012,-6.139015728056823e-05,4.49938745962802e-05,208.10749920158227
2014-02-26,-5.370370370370371e-05,4.4888888888888894e-05,6.05161,3.05786,100134.5323135148,-100000,-818.4791397204017,-5.2968036529680375e-05,4.427397260273973e-05,-817.8876052738623
2014-02-27,-6.136363636363635e-05,4.8148148148148155e-05,6.04331,3.06963,100134.5323135148,-100000,-534.1149968899335,-6.0523038605230364e-05,4.7488584474885845e-05,-533.5492998201286
2014-02-28,-5.3278688524590167e-05,4.519400352733686e-05,6.0036,3.03928,100134.5323135148,-100000,388.8995436515397,-5.254884347630811e-05,4.4574907588606215e-05,389.5100742569271
2014-03-03,-6.378600823045267e-05,4.697380307136404e-05,6.0509,3.0761,100134.5323135148,-100000,-484.4142703923462,-6.291222729578894e-05,4.633032631696179e-05,-483.92832891682446
2014-03-04,-5.6261770244821086e-05,4.7199638663053303e-05,6.01322,3.07275,100134.5323135148,-100000,-500.25477041553313,-5.5491061063385184e-05,4.655306827040873e-05,-499.6427580926282
2014-03-05,-5.57909604519774e-05,4.674796747967479e-05,5.9903,3.0533,100134.5323135148,-100000,284.0661775301224,-5.5026700719758535e-05,4.610758436351486e-05,284.6774086618012
2014-03-06,-5.602636534839926e-05,4.697380307136404e-05,5.9728,3.04689,100134.5323135148,-100000,-69.99440398701881,-5.525888089157188e-05,4.633032631696179e-05,-69.37912740797374
2014-03-07,-5.222222222222222e-05,4.3803418803418805e-05,5.9788,3.0324,100134.5323135148,-100000,599.4270381678461,-5.150684931506849e-05,4.3203371970495265e-05,600.0089009759153
2014-03-10,-5.4189435336976326e-05,4.607583774250441e-05,5.9564,3.0413,100134.5323135148,-100000,-680.1025581105023,-5.3447114304962954e-05,4.5444661883018046e-05,-679.4860662426374
2014-03-11,-6.186868686868686e-05,4.8611111111111115e-05,5.95487,3.0475,100134.5323135148,-100000,-238.78616250493636,-6.10211706102117e-05,4.794520547945206e-05,-238.21715386795086
2014-03-12,-6.439393939393938e-05,5.092592592592593e-05,5.9485,3.05458,100134.5323135148,-100000,-348.9393525199976,-6.35118306351183e-05,5.022831050228311e-05,-348.3412848485513
2014-03-13,-6.712962962962962e-05,4.99096657633243e-05,5.97583,3.06017,100134.5323135148,-100000,264.64444738920247,-6.621004566210046e-05,4.922597171177191e-05,265.1659370310561
2014-03-14,-6.574923547400611e-05,5.2054154995331463e-05,5.97211,3.06074,100134.5323135148,-100000,-81.12426196522756,-6.484856101545807e-05,5.134108437895706e-05,-80.51087467322334
2014-03-17,-5.532786885245902e-05,4.7178130511463834e-05,5.95001,3.0499,100134.5323135148,-100000,1.8813852395715005,-5.45699528407815e-05,4.653185475103283e-05,2.509885534467013
2014-03-18,-6.388888888888888e-05,5.046296296296297e-05,5.9538,3.0451,100134.5323135148,-100000,228.1088882087497,-6.301369863013698e-05,4.97716894977169e-05,228.7062722686793
