2005-08-19,6.525,6.5212,6.5853,6.5506,6.53,6.5262,6.5878,6.5556
2005-08-22,6.5503,6.5121,6.5652,6.5316,6.5553,6.5146,6.5682,6.5366
2005-08-23,6.5317,6.5194,6.5583,6.5327,6.5367,6.5227,6.5608,6.5377
2005-08-24,6.533,6.4468,6.5527,6.4526,6.538,6.4518,6.5577,6.4576
2005-08-25,6.4528,6.4336,6.4679,6.4467,6.4578,6.4366,6.4704,6.4517
2005-08-26,6.4467,6.4176,6.4751,6.4281,6.4517,6.4224,6.4801,6.4331
2005-08-29,6.4284,6.407,6.4879,6.4867,6.4334,6.412,6.4929,6.4917
2005-08-30,6.487,6.4557,6.5197,6.4617,6.492,6.4607,6.5222,6.4667
2005-08-31,6.4612,6.3589,6.4819,6.3832,6.4662,6.3614,6.4869,6.3882
2005-09-01,6.3834,6.2522,6.3853,6.2698,6.3884,6.2572,6.3903,6.2748
2005-09-02,6.2698,6.1743,6.273,6.2,6.2748,6.1768,6.278,6.205
2005-09-05,6.1998,6.1949,6.2709,6.269,6.2048,6.1999,6.2759,6.274
2005-09-06,6.269,6.2496,6.2985,6.2672,6.274,6.2521,6.3039,6.2722
2005-09-07,6.2669,6.22,6.2906,6.2756,6.2719,6.2225,6.2956,6.2806
2005-09-08,6.2758,6.2419,6.3094,6.2695,6.2808,6.2444,6.3119,6.2745
2005-09-09,6.2693,6.2541,6.321,6.3086,6.2743,6.2566,6.326,6.3136
2005-09-12,6.3089,6.301,6.3713,6.3461,6.3139,6.3058,6.3763,6.3511
2005-09-13,6.3466,6.3324,6.3869,6.3537,6.3516,6.335,6.3894,6.3587
2005-09-14,6.3539,6.3319,6.3778,6.3711,6.3589,6.3344,6.3828,6.3761
2005-09-15,6.3716,6.3481,6.3865,6.3515,6.3766,6.3521,6.39,6.3555
2005-09-16,6.3523,6.3229,6.4034,6.3901,6.3563,6.3269,6.4184,6.3951
2005-09-19,6.3901,6.3815,6.4418,6.3883,6.3951,6.3865,6.4468,6.3933
