,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap USDDKK,Open Bid_x,Open Bid_y,Open Ask_y
2005-11-28,4.0,2.08,2.23,9.833333333333331e-06,4.0,4.4,4.61
2005-11-29,4.0,2.2,2.35,9.166666666666665e-06,4.0,4.4,4.61
2005-11-30,3.98,2.0,2.25,9.649709950914774e-06,3.98,4.4,4.61
2005-12-01,3.98,2.3,2.45,8.53413654618474e-06,3.98,4.4,4.61
2005-12-02,4.06,2.3,2.45,8.838383838383836e-06,4.06,4.44,4.62
2005-12-03,4.08,2.3,2.45,8.912948381452318e-06,4.08,4.45,4.6
2005-12-04,4.08,2.3,2.45,8.912948381452318e-06,4.08,4.45,4.6
2005-12-05,4.07,2.3,2.45,8.875739644970414e-06,4.07,4.4,4.61
2005-12-06,4.09,2.3,2.45,8.950010914647455e-06,4.09,4.4,4.61
2005-12-07,4.17,2.3,2.45,9.241349666881582e-06,4.17,4.4,4.6
2005-12-08,4.22,2.26,2.46,9.365687526607068e-06,4.22,4.41,4.6
2005-12-09,4.22,2.25,2.45,9.41890166028097e-06,4.22,4.41,4.6
2005-12-10,4.24,2.3,2.45,9.48897370653096e-06,4.24,4.38,4.53
2005-12-11,4.24,2.3,2.45,9.48897370653096e-06,4.24,4.38,4.53
2005-12-12,4.18,2.3,2.45,9.277134277134274e-06,4.18,4.4,4.61
2005-12-13,4.22,2.25,2.45,9.41890166028097e-06,4.22,4.25,4.55
2005-12-14,4.3,2.25,2.45,9.696016771488468e-06,4.3,4.35,4.55
2005-12-15,4.25,2.3,2.45,9.523809523809525e-06,4.25,4.39,4.58
2005-12-16,4.29,2.3,2.45,9.66183574879227e-06,4.29,4.4,4.55
2005-12-17,4.29,2.3,2.45,9.66183574879227e-06,4.29,4.41,4.56
2005-12-18,4.29,2.3,2.45,9.66183574879227e-06,4.29,4.41,4.56
2005-12-19,4.29,2.3,2.45,9.66183574879227e-06,4.29,4.37,4.57
2005-12-20,4.19,2.3,2.45,9.312780989081569e-06,4.19,4.5,4.65
2005-12-21,4.29,2.3,2.45,9.66183574879227e-06,4.29,4.43,4.63
2005-12-22,4.29,2.25,2.45,9.66183574879227e-06,4.29,4.41,4.6
2005-12-23,4.29,2.3,2.45,9.66183574879227e-06,4.29,4.41,4.6
2005-12-24,4.29,2.3,2.45,9.66183574879227e-06,4.29,4.45,4.6
2005-12-25,4.3,2.3,2.45,9.696016771488468e-06,4.3,4.45,4.6
2005-12-26,4.33,2.3,2.45,9.797790285595162e-06,4.33,4.45,4.6
2005-12-27,4.43,2.3,2.45,1.012891344383057e-05,4.43,4.3,4.5
2005-12-28,4.43,2.3,2.5,9.873132801309597e-06,4.43,4.31,4.5
2005-12-29,4.44,2.25,2.45,1.0161356209150328e-05,4.44,4.39,4.59
2005-12-30,4.21,2.3,2.45,9.383663894220514e-06,4.21,4.41,4.6
2005-12-31,4.31,2.3,2.45,9.730069052102949e-06,4.31,4.43,4.58
2006-01-01,4.31,2.3,2.45,9.730069052102949e-06,4.31,4.43,4.58
2006-01-02,4.3,2.3,2.45,9.696016771488468e-06,4.3,4.41,4.6
2006-01-03,4.3,2.25,2.4,9.958071278825997e-06,4.3,4.41,4.6
2006-01-04,4.3,2.25,2.4,9.958071278825997e-06,4.3,4.41,4.6
2006-01-05,4.31,2.25,2.4,9.991630048127224e-06,4.31,4.5,4.65
2006-01-06,4.3,2.25,2.4,9.958071278825997e-06,4.3,4.38,4.58
2006-01-07,4.31,2.3,2.45,9.730069052102949e-06,4.31,4.4,4.6
2006-01-08,4.3,2.3,2.45,9.696016771488468e-06,4.3,4.4,4.6
2006-01-09,4.3,2.3,2.45,9.696016771488468e-06,4.3,4.37,4.58
2006-01-10,4.29,2.24,2.44,9.71434572568788e-06,4.29,4.35,4.57
2006-01-11,4.3,2.28,2.43,9.80083857442348e-06,4.3,4.35,4.55
2006-01-12,4.3,2.25,2.4,9.958071278825997e-06,4.3,4.4,4.6
2006-01-13,4.3,2.27,2.42,9.853249475890989e-06,4.3,4.44,4.58
2006-01-14,4.3,2.28,2.43,9.80083857442348e-06,4.3,4.42,4.62
2006-01-15,4.3,2.28,2.43,9.80083857442348e-06,4.3,4.42,4.62
2006-01-16,4.31,2.28,2.43,9.83469345051266e-06,4.31,4.36,4.56
2006-01-17,4.3,2.3,2.45,9.696016771488468e-06,4.3,4.35,4.56
2006-01-18,4.3,2.27,2.47,9.591194968553458e-06,4.3,4.35,4.55
2006-01-19,4.3,2.27,2.47,9.591194968553458e-06,4.3,4.31,4.57
2006-01-20,4.3,2.25,2.45,9.696016771488468e-06,4.3,4.4,4.57
2006-01-21,4.3,2.32,2.42,9.853249475890989e-06,4.3,4.43,4.58
2006-01-22,4.3,2.32,2.42,9.853249475890989e-06,4.3,4.43,4.63
2006-01-23,4.3,2.25,2.5,9.43396226415094e-06,4.3,4.41,4.6
2006-01-24,4.37,2.29,2.44,9.983447134285124e-06,4.37,4.4,4.6
2006-01-25,4.4,2.25,2.5,9.77366255144033e-06,4.4,4.35,4.55
2006-01-26,4.46,2.31,2.46,1.0175010175010176e-05,4.46,4.34,4.54
2006-01-27,4.44,2.25,2.5,9.906045751633987e-06,4.44,4.3,4.51
2006-01-28,4.5,2.32,2.42,1.0505050505050503e-05,4.5,4.25,4.45
2006-01-29,4.45,2.32,2.42,1.034658511722732e-05,4.45,4.25,4.45
2006-01-30,4.47,2.25,2.5,1.0004062563477554e-05,4.47,4.23,4.43
2006-01-31,4.53,2.25,2.5,1.019690576652602e-05,4.53,4.23,4.43
2006-02-01,4.53,2.25,2.5,1.019690576652602e-05,4.53,4.15,4.31
2006-02-02,4.47,2.23,2.43,1.0359536867763558e-05,4.47,4.18,4.38
2006-02-03,4.55,2.23,2.43,1.061061061061061e-05,4.55,4.16,4.35
2006-02-04,4.5,2.26,2.46,1.0303030303030304e-05,4.5,4.22,4.42
2006-02-05,4.5,2.26,2.46,1.0303030303030304e-05,4.5,4.22,4.42
2006-02-06,4.47,2.23,2.43,1.0359536867763558e-05,4.47,4.14,4.35
2006-02-07,4.51,2.23,2.43,1.048598507763662e-05,4.51,4.14,4.34
2006-02-08,4.47,2.23,2.43,1.0359536867763558e-05,4.47,4.16,4.35
2006-02-09,4.47,2.23,2.43,1.0359536867763558e-05,4.47,4.15,4.34
2006-02-10,4.51,2.23,2.43,1.048598507763662e-05,4.51,4.15,4.35
2006-02-11,4.48,2.28,2.48,1.0137875101378753e-05,4.48,4.17,4.37
2006-02-12,4.46,2.28,2.48,1.0073260073260074e-05,4.46,4.17,4.37
2006-02-13,4.48,2.28,2.48,1.0137875101378753e-05,4.48,4.16,4.36
2006-02-14,4.46,2.27,2.47,1.0124135124135122e-05,4.46,4.17,4.37
2006-02-15,4.51,2.26,2.46,1.0334744908247629e-05,4.51,4.2,4.35
2006-02-16,4.48,2.31,2.51,9.985806974858073e-06,4.48,4.14,4.34
2006-02-17,4.46,2.19,2.39,1.053113553113553e-05,4.46,4.14,4.34
2006-02-18,4.47,2.22,2.42,1.0410318911232988e-05,4.47,4.22,4.42
2006-02-19,4.46,2.22,2.42,1.037851037851038e-05,4.46,4.22,4.42
2006-02-20,4.46,2.22,2.37,1.0632885632885632e-05,4.46,4.12,4.33
2006-02-21,4.46,2.17,2.37,1.0632885632885632e-05,4.46,4.12,4.32
2006-02-22,4.46,2.25,2.45,1.0225885225885224e-05,4.46,4.11,4.3
2006-02-23,4.45,2.12,2.32,1.085626911314985e-05,4.45,4.11,4.3
2006-02-24,4.51,2.29,2.49,1.0183504738858638e-05,4.51,4.15,4.25
2006-02-25,4.49,2.31,2.51,1.0018214936247726e-05,4.49,4.05,4.25
2006-02-26,4.49,2.31,2.51,1.0018214936247726e-05,4.49,4.05,4.25
2006-02-27,4.48,2.39,2.54,9.833738848337393e-06,4.48,4.07,4.27
2006-02-28,4.48,2.41,2.56,9.732360097323602e-06,4.48,4.11,4.3
2006-03-01,4.46,2.42,2.57,9.615384615384614e-06,4.46,3.91,4.15
2006-03-02,4.51,2.53,2.73,8.973583383746723e-06,4.51,3.96,4.15
2006-03-03,4.46,2.57,2.72,8.852258852258851e-06,4.46,3.96,4.15
2006-03-04,4.51,2.6,2.8,8.620689655172412e-06,4.51,4.02,4.22
2006-03-05,4.51,2.6,2.8,8.620689655172412e-06,4.51,4.02,4.22
2006-03-06,4.46,2.6,2.8,8.445258445258446e-06,4.46,4.0,4.12
2006-03-07,4.51,2.61,2.81,8.570276265376082e-06,4.51,4.0,4.11
2006-03-08,4.46,2.62,2.82,8.343508343508344e-06,4.46,4.0,4.12
2006-03-09,4.48,2.64,2.84,8.313057583130579e-06,4.48,4.0,4.14
2006-03-10,4.51,2.6,2.8,8.620689655172412e-06,4.51,3.96,4.06
2006-03-11,4.5,2.62,2.82,8.484848484848488e-06,4.5,3.97,4.06
2006-03-12,4.47,2.65,2.85,8.226691042047531e-06,4.47,3.97,4.06
2006-03-13,4.48,2.62,2.82,8.414436334144366e-06,4.48,4.0,4.12
2006-03-14,4.5,2.63,2.83,8.434343434343434e-06,4.5,4.0,4.14
2006-03-15,4.52,2.63,2.83,8.504428341384862e-06,4.52,4.0,4.13
2006-03-16,4.59,2.57,2.77,9.043927648578812e-06,4.59,4.05,4.1
2006-03-17,4.59,2.59,2.79,8.944543828264759e-06,4.59,4.0,4.14
2006-03-18,4.59,2.62,2.82,8.795468097793679e-06,4.59,4.04,4.13
2006-03-19,4.59,2.23,2.43,1.0733452593917709e-05,4.59,4.04,4.13
2006-03-20,4.61,2.62,2.82,8.863141216082393e-06,4.61,4.0,4.13
2006-03-21,4.64,2.57,2.77,9.210007880220644e-06,4.64,4.01,4.13
2006-03-22,4.63,2.57,2.77,9.177027827116635e-06,4.63,4.0,4.14
2006-03-23,4.73,2.56,2.76,9.55012604227264e-06,4.73,3.92,4.12
2006-03-24,4.75,2.55,2.75,9.66183574879227e-06,4.75,3.93,4.13
2006-03-25,4.78,2.7,2.78,9.611687812379856e-06,4.78,4.02,4.13
2006-03-26,4.75,2.7,2.78,9.51690821256039e-06,4.75,4.02,4.13
2006-03-27,4.75,2.55,2.75,9.66183574879227e-06,4.75,4.01,4.13
2006-03-28,4.75,2.56,2.76,9.61352657004831e-06,4.75,4.01,4.14
2006-03-29,4.75,2.55,2.75,9.66183574879227e-06,4.75,4.0,4.14
2006-03-30,4.78,2.55,2.75,9.755863129565552e-06,4.78,3.96,4.15
2006-03-31,4.75,2.7,2.78,9.51690821256039e-06,4.75,4.0,4.14
2006-04-01,4.76,2.72,2.8,9.45216049382716e-06,4.76,3.99,4.12
2006-04-02,4.76,2.56,2.76,9.645061728395062e-06,4.76,3.99,4.12
2006-04-03,4.76,2.56,2.76,9.645061728395062e-06,4.76,3.96,4.16
2006-04-04,4.76,2.73,2.81,9.403935185185184e-06,4.76,4.0,4.14
2006-04-05,4.75,2.57,2.77,9.565217391304344e-06,4.75,3.96,4.15
2006-04-06,4.74,2.57,2.77,9.53348819202478e-06,4.74,3.94,4.15
2006-04-07,4.75,2.57,2.77,9.565217391304344e-06,4.75,4.0,4.14
2006-04-08,4.75,2.62,2.82,9.32367149758454e-06,4.75,3.87,3.94
2006-04-09,4.75,2.59,2.79,9.468599033816423e-06,4.75,3.87,3.94
2006-04-10,4.75,2.62,2.82,9.32367149758454e-06,4.75,4.0,4.13
2006-04-11,4.75,2.72,2.8,9.420289855072464e-06,4.75,3.95,4.15
2006-04-12,4.75,2.56,2.76,9.61352657004831e-06,4.75,3.96,4.1
2006-04-13,4.75,2.56,2.76,9.61352657004831e-06,4.75,3.91,4.12
2006-04-14,4.76,2.56,2.76,9.645061728395062e-06,4.76,3.94,4.09
2006-04-15,4.75,2.57,2.77,9.565217391304344e-06,4.75,4.02,4.03
2006-04-16,4.75,2.57,2.77,9.565217391304344e-06,4.75,4.02,4.03
2006-04-17,4.74,2.57,2.77,9.53348819202478e-06,4.74,4.02,4.03
2006-04-18,4.72,2.55,2.75,9.566822066822065e-06,4.72,3.91,4.14
2006-04-19,4.74,2.55,2.75,9.630274874177316e-06,4.74,3.91,4.09
2006-04-20,4.74,2.55,2.75,9.630274874177316e-06,4.74,4.09,4.21
2006-04-21,4.77,2.57,2.77,9.628345850182938e-06,4.77,3.95,4.11
2006-04-22,4.78,2.75,2.83,9.37139561707036e-06,4.78,4.0,4.13
2006-04-23,4.78,2.75,2.83,9.37139561707036e-06,4.78,4.0,4.13
2006-04-24,4.78,2.75,2.83,9.37139561707036e-06,4.78,3.93,4.12
2006-04-25,4.79,2.62,2.82,9.45116100556515e-06,4.79,3.91,4.12
2006-04-26,4.78,2.63,2.83,9.37139561707036e-06,4.78,3.92,4.11
2006-04-27,4.86,2.61,2.81,9.71748198710656e-06,4.86,4.0,4.12
2006-04-28,4.86,2.61,2.81,9.71748198710656e-06,4.86,3.92,4.12
2006-04-29,4.89,2.74,2.82,9.762308998302206e-06,4.89,3.98,4.13
2006-04-30,4.84,2.62,2.82,9.608066971080672e-06,4.84,3.98,4.13
2006-05-01,4.83,2.62,2.82,9.576901086335049e-06,4.83,4.02,4.14
2006-05-02,4.9,2.62,2.82,9.79284369114878e-06,4.9,4.02,4.15
2006-05-03,4.92,2.62,2.82,9.853603603603605e-06,4.92,4.0,4.18
2006-05-04,4.95,2.61,2.81,9.990662931839402e-06,4.95,4.0,4.13
2006-05-05,4.99,2.61,2.81,1.0109441662029307e-05,4.99,4.0,4.15
2006-05-06,5.0,2.6,2.8,1.0185185185185186e-05,5.0,3.9,4.1
2006-05-07,5.0,2.72,2.8,1.0185185185185186e-05,5.0,3.9,4.1
2006-05-08,5.0,2.6,2.8,1.0185185185185186e-05,5.0,4.0,4.11
2006-05-09,4.97,2.58,2.78,1.0189838079285315e-05,4.97,3.91,4.12
2006-05-10,4.98,2.58,2.78,1.0219249349684136e-05,4.98,3.91,4.15
2006-05-11,4.98,2.58,2.78,1.0219249349684136e-05,4.98,4.0,4.12
2006-05-12,5.01,2.58,2.78,1.0306895914217043e-05,5.01,3.95,4.15
2006-05-13,5.0,2.58,2.78,1.027777777777778e-05,5.0,3.95,4.1
2006-05-14,5.0,2.7,2.78,1.027777777777778e-05,5.0,3.95,4.1
2006-05-15,5.0,2.58,2.78,1.027777777777778e-05,5.0,3.94,4.14
2006-05-16,4.96,2.59,2.79,1.0113721103653988e-05,4.96,4.0,4.11
2006-05-17,4.96,2.59,2.79,1.0113721103653988e-05,4.96,3.91,4.13
2006-05-18,4.99,2.59,2.79,1.0202188833240584e-05,4.99,4.2,4.3
2006-05-19,5.0,2.61,2.81,1.0138888888888888e-05,5.0,4.0,4.12
2006-05-20,5.0,2.69,2.77,1.0324074074074075e-05,5.0,3.9,4.1
2006-05-21,5.0,2.69,2.77,1.0324074074074075e-05,5.0,3.9,4.1
2006-05-22,5.0,2.6,2.8,1.0185185185185186e-05,5.0,3.93,4.14
2006-05-23,5.0,2.69,2.77,1.0324074074074075e-05,5.0,3.94,4.13
2006-05-24,4.97,2.72,2.8,1.0096780197282711e-05,4.97,3.91,4.13
2006-05-25,5.01,2.71,2.79,1.0260676650027732e-05,5.01,4.0,4.15
2006-05-26,5.01,2.71,2.79,1.0260676650027732e-05,5.01,4.0,4.2
2006-05-27,5.02,2.72,2.8,1.0243632336655592e-05,5.02,4.0,4.13
2006-05-28,5.02,2.72,2.8,1.0243632336655592e-05,5.02,4.0,4.13
2006-05-29,5.02,2.72,2.8,1.0243632336655592e-05,5.02,3.91,4.13
2006-05-30,5.02,2.7,2.78,1.0335917312661498e-05,5.02,3.98,4.11
2006-05-31,5.01,2.65,2.75,1.0445553706784988e-05,5.01,3.99,4.12
2006-06-01,5.01,2.4,2.55,1.1369938990571267e-05,5.01,3.99,4.12
2006-06-02,4.96,2.75,2.95,9.36800894854586e-06,4.96,3.91,4.12
2006-06-03,5.0,2.85,2.95,9.49074074074074e-06,5.0,3.96,4.07
2006-06-04,5.0,2.85,2.95,9.49074074074074e-06,5.0,3.96,4.07
2006-06-05,5.0,2.85,2.95,9.49074074074074e-06,5.0,3.91,4.13
2006-06-06,5.0,2.8,2.9,9.722222222222224e-06,5.0,3.91,4.13
2006-06-07,5.0,2.84,2.94,9.537037037037036e-06,5.0,3.91,4.12
2006-06-08,5.0,2.87,2.97,9.398148148148148e-06,5.0,3.9,4.11
2006-06-09,5.01,2.89,3.09,8.87409872434831e-06,5.01,3.93,4.12
2006-06-10,5.01,2.9,3.1,8.827879460158995e-06,5.01,3.99,4.11
2006-06-11,5.01,2.94,3.02,9.19763357367351e-06,5.01,3.99,4.11
2006-06-12,5.01,2.9,3.1,8.827879460158995e-06,5.01,3.91,4.13
2006-06-13,5.01,2.92,3.12,8.735440931780364e-06,5.01,3.92,4.13
2006-06-14,4.97,2.91,3.11,8.654383026242324e-06,4.97,3.91,4.13
2006-06-15,5.02,2.94,3.02,9.228497600590624e-06,5.02,3.97,4.12
2006-06-16,5.03,2.9,3.1,8.89073152754745e-06,5.03,4.0,4.14
2006-06-17,5.06,2.94,3.02,9.350935093509354e-06,5.06,3.98,4.13
2006-06-18,5.06,2.89,3.09,9.03006967363403e-06,5.06,3.98,4.13
2006-06-19,5.06,2.91,3.11,8.93839383938394e-06,5.06,3.91,4.13
2006-06-20,5.07,2.9,3.1,9.0151931173348e-06,5.07,4.01,4.11
2006-06-21,5.1,2.9,3.1,9.107468123861568e-06,5.1,3.97,4.15
2006-06-22,5.13,2.94,3.02,9.56135580931666e-06,5.13,3.92,4.13
2006-06-23,5.22,2.94,3.02,9.824937477670598e-06,5.22,3.9,4.12
2006-06-24,5.27,2.85,3.05,9.83519404572036e-06,5.27,3.91,4.06
2006-06-25,5.27,2.91,3.11,9.569377990430622e-06,5.27,3.91,4.06
2006-06-26,5.27,2.94,3.02,9.968102073365233e-06,5.27,3.91,4.11
2006-06-27,5.29,2.88,3.08,9.759759759759758e-06,5.29,3.9,4.1
2006-06-28,5.31,2.95,3.03,1.0036978341257266e-05,5.31,3.87,4.08
2006-06-29,5.32,2.83,3.03,1.0065049226441636e-05,5.32,3.91,4.12
2006-06-30,5.23,3.0,3.08,9.586231496343856e-06,5.23,3.91,4.12
2006-07-01,5.26,2.88,3.08,9.673411430599929e-06,5.26,3.95,4.1
2006-07-02,5.26,2.88,3.08,9.673411430599929e-06,5.26,3.95,4.1
2006-07-03,5.22,2.85,3.05,9.69096105752054e-06,5.22,3.98,4.12
2006-07-04,5.22,2.97,3.05,9.69096105752054e-06,5.22,3.96,4.1
2006-07-05,5.26,2.97,3.05,9.806531771388e-06,5.26,3.94,4.11
2006-07-06,5.26,2.85,3.05,9.806531771388e-06,5.26,4.0,4.1
2006-07-07,5.27,2.87,3.07,9.746588693957112e-06,5.27,3.92,4.12
2006-07-08,5.26,2.87,3.07,9.717784877529284e-06,5.26,3.95,4.09
2006-07-09,5.26,2.87,3.07,9.717784877529284e-06,5.26,3.95,4.09
2006-07-10,5.26,2.95,3.03,9.89527866524672e-06,5.26,3.95,4.09
2006-07-11,5.24,2.88,3.08,9.615384615384614e-06,5.24,3.9,4.11
2006-07-12,5.26,2.95,3.03,9.89527866524672e-06,5.26,3.92,4.11
2006-07-13,5.23,2.95,3.03,9.809167112537904e-06,5.23,3.9,4.11
2006-07-14,5.26,2.95,3.03,9.89527866524672e-06,5.26,3.9,4.11
2006-07-15,5.26,2.95,3.03,9.89527866524672e-06,5.26,3.95,4.09
2006-07-16,5.26,2.95,3.03,9.89527866524672e-06,5.26,3.95,4.09
2006-07-17,5.2,2.88,3.13,9.274193548387097e-06,5.2,3.92,4.12
2006-07-18,5.26,3.01,3.21,9.096556620518282e-06,5.26,3.92,4.11
2006-07-19,5.26,2.95,3.03,9.89527866524672e-06,5.26,4.01,4.11
2006-07-20,5.26,3.03,3.13,9.451544195953142e-06,5.26,3.91,4.12
2006-07-21,5.25,2.97,3.05,9.777777777777775e-06,5.25,3.91,4.12
2006-07-22,5.27,2.97,3.05,9.83519404572036e-06,5.27,3.93,4.13
2006-07-23,5.27,2.97,3.05,9.83519404572036e-06,5.27,3.93,4.13
2006-07-24,5.27,2.97,3.05,9.83519404572036e-06,5.27,3.92,4.11
2006-07-25,5.25,2.9,2.98,1.0088888888888889e-05,5.25,3.91,4.12
2006-07-26,5.25,2.9,2.98,1.0088888888888889e-05,5.25,3.91,4.12
2006-07-27,5.27,2.8,2.9,1.049973418394471e-05,5.27,3.91,4.12
2006-07-28,5.28,2.65,2.85,1.0748407643312102e-05,5.28,3.93,4.12
2006-07-29,5.29,2.65,2.85,1.077548136371666e-05,5.29,3.94,4.14
2006-07-30,5.29,2.65,2.85,1.077548136371666e-05,5.29,3.94,4.14
2006-07-31,5.22,2.65,2.85,1.0584137191854232e-05,5.22,4.0,4.1
2006-08-01,5.28,2.95,3.03,9.95222929936306e-06,5.28,3.93,4.13
2006-08-02,5.27,3.1,3.2,9.17065390749601e-06,5.27,3.94,4.15
2006-08-03,5.28,3.15,3.25,8.979122434536447e-06,5.28,3.95,4.15
2006-08-04,5.3,3.15,3.25,9.03880070546737e-06,5.3,3.96,4.15
2006-08-05,5.26,3.18,3.28,8.785942492012782e-06,5.26,3.95,4.15
2006-08-06,5.27,3.18,3.28,8.816232500443028e-06,5.27,3.95,4.15
2006-08-07,5.3,3.18,3.28,8.906525573192242e-06,5.3,3.92,4.12
2006-08-08,5.27,3.18,3.28,8.816232500443028e-06,5.27,3.9,4.11
2006-08-09,5.29,3.18,3.28,8.876523582405938e-06,5.29,3.92,4.12
2006-08-10,5.27,3.18,3.28,8.816232500443028e-06,5.27,3.9,4.09
2006-08-11,5.26,3.18,3.28,8.785942492012782e-06,5.26,3.91,4.1
2006-08-12,5.26,3.13,3.33,8.56407525736599e-06,5.26,3.91,4.09
2006-08-13,5.26,3.13,3.33,8.56407525736599e-06,5.26,3.91,4.09
2006-08-14,5.23,3.12,3.32,8.51614053861245e-06,5.23,3.91,4.12
2006-08-15,5.26,3.12,3.22,9.05218317358892e-06,5.26,3.92,4.1
2006-08-16,5.23,3.12,3.22,8.962011771000532e-06,5.23,3.93,4.12
2006-08-17,5.25,3.12,3.22,9.02222222222222e-06,5.25,3.92,4.12
2006-08-18,5.25,3.22,3.3,8.666666666666668e-06,5.25,3.93,4.12
2006-08-19,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.95,4.15
2006-08-20,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.95,4.15
2006-08-21,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.91,4.11
2006-08-22,5.22,3.21,3.29,8.619149696320115e-06,5.22,3.91,4.12
2006-08-23,5.22,3.21,3.29,8.619149696320115e-06,5.22,3.92,4.11
2006-08-24,5.24,3.21,3.29,8.680555555555556e-06,5.24,3.92,4.12
2006-08-25,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.94,4.13
2006-08-26,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.93,4.13
2006-08-27,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.93,4.13
2006-08-28,5.22,3.21,3.29,8.619149696320115e-06,5.22,3.9,4.1
2006-08-29,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.91,4.12
2006-08-30,5.26,3.21,3.29,8.74156904508342e-06,5.26,3.92,4.13
2006-08-31,5.25,3.21,3.29,8.711111111111111e-06,5.25,4.0,4.15
2006-09-01,5.21,3.21,3.29,8.588298443370907e-06,5.21,4.01,4.16
2006-09-02,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.89,4.04
2006-09-03,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.89,4.04
2006-09-04,5.21,3.15,3.35,8.319914117015567e-06,5.21,3.91,4.11
2006-09-05,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.93,4.12
2006-09-06,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.93,4.12
2006-09-07,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.92,4.12
2006-09-08,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.98,4.1
2006-09-09,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.94,4.14
2006-09-10,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.94,4.14
2006-09-11,5.25,3.21,3.29,8.711111111111111e-06,5.25,3.92,4.12
2006-09-12,5.25,3.18,3.26,8.844444444444445e-06,5.25,3.92,4.12
2006-09-13,5.25,3.15,3.23,8.977777777777776e-06,5.25,3.94,4.13
2006-09-14,5.26,3.16,3.24,8.963436279730208e-06,5.26,4.01,4.11
2006-09-15,5.25,3.28,3.35,8.444444444444446e-06,5.25,3.98,4.1
2006-09-16,5.25,3.28,3.35,8.444444444444446e-06,5.25,3.99,4.06
2006-09-17,5.25,3.28,3.35,8.444444444444446e-06,5.25,3.99,4.06
2006-09-18,5.25,3.28,3.35,8.444444444444446e-06,5.25,4.01,4.11
2006-09-19,5.25,3.28,3.35,8.444444444444446e-06,5.25,3.99,4.14
2006-09-20,5.25,3.28,3.35,8.444444444444446e-06,5.25,3.99,4.1
2006-09-21,5.21,3.38,3.48,7.738414743245658e-06,5.21,4.0,4.1
2006-09-22,5.25,3.3,3.4,8.22222222222222e-06,5.25,3.99,4.1
2006-09-23,5.26,3.12,3.22,9.05218317358892e-06,5.26,3.95,4.15
2006-09-24,5.26,3.04,3.24,8.963436279730208e-06,5.26,3.95,4.15
2006-09-25,5.24,3.05,3.2,9.08119658119658e-06,5.24,3.95,4.15
2006-09-26,5.25,3.15,3.25,8.888888888888887e-06,5.25,3.95,4.1
2006-09-27,5.26,3.12,3.22,9.05218317358892e-06,5.26,3.91,4.06
2006-09-28,5.26,2.95,3.1,9.584664536741216e-06,5.26,3.96,4.1
2006-09-29,5.26,3.0,3.1,9.584664536741216e-06,5.26,3.99,4.14
2006-09-30,5.26,3.05,3.15,9.362797302094424e-06,5.26,3.94,4.14
2006-10-01,5.26,3.05,3.15,9.362797302094424e-06,5.26,3.94,4.14
2006-10-02,5.26,3.05,3.15,9.362797302094424e-06,5.26,3.95,4.11
2006-10-03,5.25,3.4,3.5,7.77777777777778e-06,5.25,3.96,4.14
2006-10-04,5.25,3.35,3.45,7.999999999999998e-06,5.25,3.97,4.14
2006-10-05,5.24,3.4,3.5,7.745726495726497e-06,5.24,3.99,4.15
2006-10-06,5.21,3.4,3.5,7.648953301127215e-06,5.21,3.96,4.13
2006-10-07,5.25,3.4,3.5,7.77777777777778e-06,5.25,4.02,4.07
2006-10-08,5.25,3.4,3.5,7.77777777777778e-06,5.25,4.02,4.07
2006-10-09,5.25,3.4,3.5,7.77777777777778e-06,5.25,3.98,4.15
2006-10-10,5.24,3.4,3.5,7.745726495726497e-06,5.24,3.98,4.15
2006-10-11,5.24,3.4,3.55,7.523148148148149e-06,5.24,3.95,4.14
2006-10-12,5.21,3.4,3.5,7.648953301127215e-06,5.21,4.0,4.05
2006-10-13,5.21,3.42,3.52,7.55949185900877e-06,5.21,3.96,4.15
2006-10-14,5.26,3.42,3.52,7.720979765708201e-06,5.26,3.96,4.16
2006-10-15,5.26,3.42,3.52,7.720979765708201e-06,5.26,3.96,4.16
2006-10-16,5.21,3.42,3.52,7.55949185900877e-06,5.21,3.91,4.14
2006-10-17,5.21,3.42,3.52,7.55949185900877e-06,5.21,3.94,4.13
2006-10-18,5.21,3.42,3.52,7.55949185900877e-06,5.21,3.98,4.15
2006-10-19,5.26,3.43,3.53,7.676606318778846e-06,5.26,3.97,4.14
2006-10-20,5.21,3.43,3.53,7.514761137949546e-06,5.21,3.97,4.15
2006-10-21,5.23,3.43,3.53,7.579810950597473e-06,5.23,3.94,4.14
2006-10-22,5.23,3.43,3.53,7.579810950597473e-06,5.23,3.94,4.14
2006-10-23,5.23,3.43,3.53,7.579810950597473e-06,5.23,3.85,4.05
