,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap USDNOK,Open Bid_x,Open Bid_y,Open Ask_y
2019-08-31,2.08,1.15,1.45,5.68181818181818e-06,2.05,1.28,1.58
2019-09-01,2.08,1.15,1.45,5.68181818181818e-06,2.05,1.28,1.58
2019-09-02,2.08,1.15,1.45,5.68181818181818e-06,2.08,1.28,1.58
2019-09-03,2.07,1.15,1.45,5.609844372059352e-06,2.07,1.38,1.68
2019-09-04,2.07,1.15,1.45,5.609844372059352e-06,2.07,1.39,1.69
2019-09-05,2.07,1.15,1.45,5.609844372059352e-06,2.07,1.33,1.63
2019-09-06,2.06,1.15,1.45,5.537400145243282e-06,2.06,1.3,1.6
2019-09-07,2.06,1.15,1.45,5.537400145243282e-06,2.06,1.3,1.6
2019-09-08,2.06,1.15,1.45,5.537400145243282e-06,2.06,1.3,1.6
2019-09-09,2.06,1.15,1.45,5.537400145243282e-06,2.06,1.3,1.6
2019-09-10,2.06,1.15,1.45,5.537400145243282e-06,2.06,1.34,1.64
2019-09-11,2.03,1.15,1.45,5.317198386505313e-06,2.03,1.45,1.75
2019-09-12,1.97,1.15,1.45,4.863449307893749e-06,1.97,1.48,1.78
2019-09-13,1.89,1.15,1.45,4.229142637447133e-06,1.89,1.42,1.72
2019-09-14,1.89,1.15,1.45,4.229142637447133e-06,1.89,1.42,1.72
2019-09-15,1.89,1.15,1.45,4.229142637447133e-06,1.89,1.42,1.72
2019-09-16,1.89,1.15,1.45,4.229142637447133e-06,1.89,1.42,1.72
2019-09-17,1.86,1.15,1.45,3.982128982128984e-06,1.86,1.48,1.78
2019-09-18,1.86,1.15,1.45,3.982128982128984e-06,1.86,1.41,1.71
2019-09-19,2.03,1.15,1.45,5.317198386505313e-06,2.03,1.42,1.72
2019-09-20,2.18,1.15,1.45,6.376659678546469e-06,2.18,1.38,1.68
2019-09-21,2.28,1.15,1.45,7.0291327913279095e-06,2.28,1.4,1.6
2019-09-22,2.28,1.15,1.45,7.0291327913279095e-06,2.28,1.4,1.6
2019-09-23,2.28,1.15,1.45,7.0291327913279095e-06,2.28,1.54,1.84
2019-09-24,2.11,1.15,1.45,5.894962486602354e-06,2.11,1.46,1.76
2019-09-25,2.03,1.15,1.45,5.317198386505313e-06,2.03,1.8,2.1
2019-09-26,2.03,1.15,1.45,5.317198386505313e-06,2.03,1.98,2.28
2019-09-27,2.03,1.15,1.45,5.317198386505313e-06,2.03,1.64,1.94
2019-09-28,1.93,1.15,1.45,4.550625711035264e-06,2.03,1.64,1.94
2019-09-29,1.93,1.15,1.45,4.550625711035264e-06,1.93,1.4,1.6
2019-09-30,1.9,1.3,1.65,2.394636015325669e-06,1.9,1.58,1.88
2019-10-01,1.95,1.3,1.65,2.8248587570621485e-06,1.95,1.58,1.88
2019-10-02,2.0,1.25,1.6,3.703703703703703e-06,2.0,1.57,1.87
2019-10-03,1.9,1.15,1.45,4.310344827586203e-06,1.9,1.45,1.75
2019-10-04,1.8,1.15,1.45,3.472222222222219e-06,1.8,1.48,1.78
2019-10-05,1.9,1.3,1.75,1.436781609195402e-06,1.8,1.48,1.78
2019-10-06,1.88,1.3,1.75,1.2538580246913567e-06,1.8,1.48,1.78
2019-10-07,1.88,1.3,1.75,1.2538580246913567e-06,1.88,1.55,1.85
2019-10-08,1.83,1.3,1.75,7.852375343541415e-07,1.83,1.46,1.76
2019-10-09,1.83,1.3,1.75,7.852375343541415e-07,1.83,1.47,1.77
2019-10-10,1.83,1.3,1.75,7.852375343541415e-07,1.83,1.47,1.77
2019-10-11,1.8,1.3,1.75,4.960317460317443e-07,1.8,1.48,1.78
2019-10-12,1.85,1.3,1.75,9.746588693957115e-07,1.8,1.48,1.78
2019-10-13,1.8,1.3,1.75,4.960317460317443e-07,1.8,1.48,1.78
2019-10-14,1.8,1.3,1.75,4.960317460317443e-07,1.8,1.47,1.77
2019-10-15,1.8,1.3,1.75,4.960317460317443e-07,1.8,1.43,1.73
2019-10-16,1.88,1.3,1.75,1.2538580246913567e-06,1.88,1.46,1.76
2019-10-17,1.8,1.3,1.75,4.960317460317443e-07,1.8,1.44,1.74
2019-10-18,1.88,1.3,1.75,1.2538580246913567e-06,1.88,1.42,1.72
2019-10-19,1.85,1.3,1.75,9.746588693957115e-07,1.88,1.42,1.72
2019-10-20,1.83,1.3,1.75,7.852375343541415e-07,1.88,1.42,1.72
2019-10-21,1.83,1.3,1.75,7.852375343541415e-07,1.83,1.42,1.72
2019-10-22,1.83,1.3,1.75,7.852375343541415e-07,1.83,1.47,1.77
2019-10-23,1.83,1.3,1.75,7.852375343541415e-07,1.83,1.43,1.73
2019-10-24,1.8,1.3,1.75,4.960317460317443e-07,1.8,1.44,1.74
2019-10-25,1.75,1.35,1.8,-5.050505050505022e-07,1.75,1.48,1.78
2019-10-26,1.8,1.35,1.8,0.0,1.75,1.48,1.78
2019-10-27,1.75,1.35,1.8,-5.050505050505022e-07,1.75,1.48,1.78
2019-10-28,1.75,1.35,1.8,-5.050505050505022e-07,1.75,1.48,1.78
2019-10-29,1.68,1.35,1.8,-1.2437810945273668e-06,1.68,1.65,1.95
2019-10-30,1.64,1.35,1.8,-1.6835016835016882e-06,1.64,1.44,1.74
2019-10-31,1.62,1.35,1.8,-1.9083969465648794e-06,1.62,1.44,1.74
2019-11-01,1.61,1.15,1.45,1.7028522775649232e-06,1.61,1.51,1.81
2019-11-02,1.55,1.2,1.75,-2.1786492374727714e-06,1.61,1.51,1.81
2019-11-03,1.59,1.15,1.45,1.5015015015014983e-06,1.61,1.51,1.81
2019-11-04,1.59,1.15,1.45,1.5015015015014983e-06,1.59,1.49,1.79
2019-11-05,1.59,1.15,1.45,1.5015015015014983e-06,1.59,1.52,1.82
2019-11-06,1.59,1.15,1.45,1.5015015015014983e-06,1.59,1.53,1.83
2019-11-07,1.59,1.15,1.45,1.5015015015014983e-06,1.59,1.54,1.84
2019-11-08,1.59,1.15,1.45,1.5015015015014983e-06,1.59,1.52,1.82
2019-11-09,1.59,1.3,1.85,-2.788502788502789e-06,1.59,1.52,1.82
2019-11-10,1.55,1.3,1.85,-3.267973856209151e-06,1.59,1.52,1.82
2019-11-11,1.59,1.3,1.85,-2.788502788502789e-06,1.59,1.56,1.86
2019-11-12,1.59,1.3,1.85,-2.788502788502789e-06,1.59,1.6,1.9
2019-11-13,1.57,1.3,1.85,-3.0263726761781187e-06,1.57,1.59,1.89
2019-11-14,1.57,1.3,1.85,-3.0263726761781187e-06,1.57,1.48,1.78
2019-11-15,1.57,1.35,1.8,-2.485948984003456e-06,1.57,1.51,1.81
2019-11-16,1.56,1.35,1.8,-2.6041666666666666e-06,1.57,1.51,1.81
2019-11-17,1.56,1.35,1.8,-2.6041666666666666e-06,1.57,1.51,1.81
2019-11-18,1.56,1.35,1.8,-2.6041666666666666e-06,1.56,1.53,1.83
2019-11-19,1.56,1.35,1.8,-2.6041666666666666e-06,1.56,1.51,1.81
2019-11-20,1.54,1.35,1.8,-2.843394575678035e-06,1.54,1.49,1.79
2019-11-21,1.55,1.45,1.8,-2.723311546840961e-06,1.55,1.47,1.77
2019-11-22,1.54,1.45,1.8,-2.843394575678035e-06,1.54,1.51,1.81
2019-11-23,1.54,1.45,1.8,-2.843394575678035e-06,1.54,1.51,1.81
2019-11-24,1.54,1.45,1.8,-2.843394575678035e-06,1.54,1.51,1.81
2019-11-25,1.54,1.45,1.8,-2.843394575678035e-06,1.54,1.56,1.86
2019-11-26,1.53,1.3,1.65,-1.31752305665349e-06,1.53,1.59,1.89
2019-11-27,1.52,1.3,1.65,-1.4329805996472671e-06,1.52,1.74,2.04
2019-11-28,1.51,1.3,1.65,-1.5493581230633009e-06,1.51,1.64,1.94
2019-11-29,1.51,1.3,1.65,-1.5493581230633009e-06,1.51,1.66,1.96
2019-11-30,1.51,1.3,1.65,-1.5493581230633009e-06,1.51,1.2,1.7
2019-12-01,1.51,1.3,1.65,-1.5493581230633009e-06,1.51,1.2,1.7
2019-12-02,1.51,1.3,1.65,-1.5493581230633009e-06,1.51,1.61,1.91
2019-12-03,1.53,1.35,1.65,-1.31752305665349e-06,1.53,1.63,1.93
2019-12-04,1.53,1.35,1.65,-1.31752305665349e-06,1.53,1.55,1.85
2019-12-05,1.53,1.32,1.62,-9.881422924901191e-07,1.53,1.45,1.75
2019-12-06,1.52,1.4,1.7,-1.984126984126983e-06,1.52,1.44,1.74
2019-12-07,1.52,1.4,1.7,-1.984126984126983e-06,1.52,1.44,1.74
2019-12-08,1.52,1.4,1.7,-1.984126984126983e-06,1.52,1.44,1.74
2019-12-09,1.52,1.4,1.7,-1.984126984126983e-06,1.52,1.44,1.74
2019-12-10,1.56,1.4,1.7,-1.5190972222222223e-06,1.56,1.55,1.85
2019-12-11,1.54,1.4,1.7,-1.7497812773403356e-06,1.54,1.55,1.85
2019-12-12,1.53,1.4,1.7,-1.8664909969257807e-06,1.53,1.45,1.75
2019-12-13,1.53,1.4,1.7,-1.8664909969257807e-06,1.53,1.5,1.8
2019-12-14,1.53,1.4,1.7,-1.8664909969257807e-06,1.53,1.5,1.8
2019-12-15,1.53,1.4,1.7,-1.8664909969257807e-06,1.53,1.5,1.8
2019-12-16,1.53,1.4,1.7,-1.8664909969257807e-06,1.53,1.51,1.81
2019-12-17,1.54,1.4,1.7,-1.7497812773403356e-06,1.54,1.57,1.87
2019-12-18,1.54,1.4,1.7,-1.7497812773403356e-06,1.54,1.57,1.87
2019-12-19,1.54,1.4,1.7,-1.7497812773403356e-06,1.54,1.31,1.61
2019-12-20,1.54,1.4,1.7,-1.7497812773403356e-06,1.54,1.28,1.58
2019-12-23,1.54,1.32,1.62,-8.748906386701646e-07,1.54,1.53,1.83
2019-12-24,1.6,1.32,1.62,-2.1367521367521294e-07,1.6,4.05,4.35
2019-12-26,1.6,1.32,1.62,-2.1367521367521294e-07,1.6,4.05,4.35
2019-12-27,2.03,2.35,2.65,-5.683901723505685e-06,2.03,4.05,4.35
2019-12-30,1.78,1.32,1.62,1.598721023181457e-06,1.78,2.1,2.4
2019-12-31,1.55,1.32,1.62,-7.625272331154719e-07,1.55,1.58,1.88
2020-01-01,1.57,1.32,1.62,-5.40423692174663e-07,1.55,1.58,1.88
2020-01-02,1.57,1.32,1.62,-5.40423692174663e-07,1.57,1.57,1.87
2020-01-03,1.55,1.32,1.62,-7.625272331154719e-07,1.55,1.4,1.7
2020-01-04,1.55,1.3,1.7,-1.6339869281045818e-06,1.55,1.4,1.7
2020-01-05,1.55,1.32,1.62,-7.625272331154719e-07,1.55,1.4,1.7
2020-01-06,1.55,1.32,1.62,-7.625272331154719e-07,1.55,1.38,1.68
2020-01-07,1.53,1.32,1.62,-9.881422924901191e-07,1.53,1.39,1.69
2020-01-08,1.53,1.32,1.62,-9.881422924901191e-07,1.53,1.31,1.61
2020-01-09,1.51,1.32,1.62,-1.217352810978314e-06,1.51,1.27,1.57
2020-01-10,1.51,1.32,1.62,-1.217352810978314e-06,1.51,1.32,1.62
2020-01-11,1.54,1.3,1.65,-1.2029746281714766e-06,1.51,1.32,1.62
2020-01-12,1.54,1.32,1.62,-8.748906386701646e-07,1.51,1.32,1.62
2020-01-13,1.54,1.32,1.62,-8.748906386701646e-07,1.54,1.32,1.62
2020-01-14,1.51,1.32,1.62,-1.217352810978314e-06,1.51,1.17,1.47
2020-01-15,1.51,1.32,1.62,-1.217352810978314e-06,1.51,1.13,1.43
2020-01-16,1.5,1.32,1.62,-1.3333333333333345e-06,1.5,1.19,1.49
2020-01-17,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.27,1.57
2020-01-18,1.49,1.3,1.65,-1.7849174475680475e-06,1.49,1.27,1.57
2020-01-19,1.49,1.3,1.65,-1.7849174475680475e-06,1.49,1.27,1.57
2020-01-20,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.27,1.57
2020-01-21,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.34,1.64
2020-01-22,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.32,1.62
2020-01-23,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.22,1.52
2020-01-24,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.25,1.55
2020-01-25,1.49,1.3,1.65,-1.7849174475680475e-06,1.49,1.25,1.55
2020-01-26,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.25,1.55
2020-01-27,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.23,1.53
2020-01-28,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.25,1.55
2020-01-29,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.35,1.65
2020-01-30,1.49,1.32,1.62,-1.4502454261490402e-06,1.49,1.33,1.63
2020-01-31,1.52,1.32,1.62,-1.102292768959438e-06,1.52,1.36,1.66
2020-02-01,1.52,1.32,1.62,-1.102292768959438e-06,1.52,1.36,1.66
2020-02-02,1.52,1.32,1.62,-1.102292768959438e-06,1.52,1.36,1.66
2020-02-03,1.52,1.32,1.62,-1.102292768959438e-06,1.52,1.4,1.7
2020-02-04,1.52,1.32,1.62,-1.102292768959438e-06,1.52,1.42,1.72
2020-02-05,1.52,1.25,1.6,-8.818342151675516e-07,1.52,1.4,1.7
2020-02-06,1.52,1.32,1.62,-1.102292768959438e-06,1.52,1.36,1.66
2020-02-07,1.6,1.32,1.62,-2.1367521367521294e-07,1.6,1.33,1.63
2020-02-08,1.52,1.4,1.75,-2.5352733686066997e-06,1.6,1.33,1.63
2020-02-09,1.52,1.4,1.75,-2.5352733686066997e-06,1.6,1.33,1.63
2020-02-10,1.52,1.4,1.75,-2.5352733686066997e-06,1.52,1.31,1.61
2020-02-11,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.38,1.68
2020-02-12,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.4,1.7
2020-02-13,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.39,1.69
2020-02-14,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.39,1.69
2020-02-15,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.39,1.69
2020-02-16,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.39,1.69
2020-02-17,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.39,1.69
2020-02-18,1.5,1.4,1.75,-2.7777777777777805e-06,1.5,1.42,1.72
2020-02-19,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.44,1.74
2020-02-20,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.45,1.75
2020-02-21,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.4,1.7
2020-02-22,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.4,1.7
2020-02-23,1.55,1.4,1.75,-2.1786492374727714e-06,1.51,1.4,1.7
2020-02-24,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.39,1.69
2020-02-25,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.45,1.75
2020-02-26,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.49,1.79
2020-02-27,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.55,1.85
2020-02-28,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.55,1.85
2020-02-29,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.55,1.85
2020-03-01,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.55,1.85
2020-03-02,1.51,1.4,1.75,-2.6560424966799507e-06,1.51,1.55,1.85
2020-03-03,1.56,1.4,1.75,-2.0616319444444443e-06,1.56,1.59,1.89
2020-03-04,1.01,1.4,1.7,-9.535655058043129e-06,1.01,1.7,2.0
2020-03-05,1.03,1.4,1.7,-9.168035030103991e-06,1.03,1.56,1.86
2020-03-06,1.03,1.32,1.62,-8.073344280240832e-06,1.03,1.53,1.83
2020-03-07,1.03,1.32,1.62,-8.073344280240832e-06,1.03,1.1,1.6
2020-03-08,1.03,1.32,1.62,-8.073344280240832e-06,1.03,1.1,1.6
2020-03-09,1.03,1.32,1.62,-8.073344280240832e-06,1.03,1.53,1.83
2020-03-10,0.76,1.32,1.62,-1.3573232323232326e-05,0.76,1.77,2.07
2020-03-11,0.87,1.32,1.62,-1.1140819964349376e-05,0.87,1.68,1.98
2020-03-12,0.8,1.32,1.62,-1.265432098765432e-05,0.8,1.56,1.86
2020-03-13,0.7,1.32,1.62,-1.5032679738562096e-05,0.7,1.81,2.11
2020-03-14,0.32,0.9,1.7,-2.904040404040404e-05,0.7,1.81,2.11
2020-03-15,1.4,0.9,1.7,-3.4722222222222283e-06,0.7,1.81,2.11
2020-03-16,0.96,0.9,1.7,-1.0487528344671204e-05,0.96,1.81,2.11
2020-03-17,1.1,2.45,2.75,-2.182539682539682e-05,1.1,3.06,3.36
2020-03-18,0.83,0.82,1.12,-4.401942926533089e-06,0.83,1.1,1.8
2020-03-19,0.59,0.9,1.9,-2.288609364081062e-05,0.59,1.13,1.83
2020-03-20,0.23,0.9,1.9,-3.77145438121048e-05,0.23,1.38,2.38
2020-03-21,0.23,0.1,1.1,-1.964769647696477e-05,0.23,1.38,2.38
2020-03-22,0.23,0.12,0.42,-4.290876242095756e-06,0.23,1.38,2.38
2020-03-23,0.23,0.12,0.42,-4.290876242095756e-06,0.23,0.43,1.43
2020-03-24,0.28,0.12,0.42,-3.0381944444444447e-06,0.28,1.0,2.0
2020-03-25,0.16,0.12,0.42,-6.226053639846747e-06,0.16,1.05,2.05
2020-03-26,0.19,0.12,0.42,-5.368814192343603e-06,0.19,0.95,1.95
2020-03-27,0.18,0.12,0.42,-5.64971751412429e-06,0.18,0.8,1.8
2020-03-28,0.16,0.1,1.1,-2.250957854406131e-05,0.18,0.8,1.8
2020-03-29,0.16,0.12,0.42,-6.226053639846747e-06,0.18,0.8,1.8
2020-03-30,0.16,0.12,0.42,-6.226053639846747e-06,0.16,0.85,1.85
2020-03-31,0.16,0.12,0.42,-6.226053639846747e-06,0.16,0.85,1.85
2020-04-01,0.16,0.12,0.42,-6.226053639846747e-06,0.16,0.61,1.61
2020-04-02,0.18,0.01,0.51,-7.768361581920908e-06,0.18,0.47,1.47
2020-04-03,0.18,0.12,0.42,-5.64971751412429e-06,0.18,0.58,1.58
2020-04-04,0.03,0.12,0.42,-1.0517799352750805e-05,0.18,0.58,1.58
2020-04-05,0.03,0.12,0.42,-1.0517799352750805e-05,0.18,0.58,1.58
2020-04-06,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.58,1.58
2020-04-07,0.08,0.12,0.42,-8.744855967078185e-06,0.08,1.0,2.0
2020-04-08,0.08,0.12,0.42,-8.744855967078185e-06,0.08,1.1,2.1
2020-04-09,0.08,0.12,0.42,-8.744855967078185e-06,0.08,0.4,1.4
2020-04-10,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.1,1.01
2020-04-11,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.1,1.01
2020-04-12,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.1,1.01
2020-04-13,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.1,1.01
2020-04-14,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.45,1.45
2020-04-15,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.81,1.81
2020-04-16,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.99,1.99
2020-04-17,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.67,1.67
2020-04-18,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.67,1.67
2020-04-19,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.67,1.67
2020-04-20,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.67,1.67
2020-04-21,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.4,1.4
2020-04-22,0.02,0.12,0.42,-1.0893246187363834e-05,0.02,0.42,1.42
2020-04-23,0.03,0.12,0.42,-1.0517799352750805e-05,0.03,0.4,1.4
2020-04-24,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.4,1.4
2020-04-25,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.4,1.4
2020-04-26,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.4,1.4
2020-04-27,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.3,1.3
2020-04-28,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.49,1.19
2020-04-29,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.37,1.07
2020-04-30,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.37,1.07
2020-05-01,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.37,1.07
2020-05-02,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.37,1.07
2020-05-03,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.37,1.07
2020-05-04,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.37,1.07
2020-05-05,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.4,1.1
2020-05-06,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.38,1.08
2020-05-07,-0.02,0.12,0.42,-1.2471655328798188e-05,-0.02,0.35,1.05
2020-05-08,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.3,1.0
2020-05-09,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.3,1.0
2020-05-10,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.3,1.0
2020-05-11,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.3,1.0
2020-05-12,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.32,1.02
2020-05-13,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.42,1.12
2020-05-14,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.48,0.98
2020-05-15,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.5,1.0
2020-05-16,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.1,1.01
2020-05-17,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.1,1.01
2020-05-18,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.5,1.0
2020-05-19,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.45,0.95
2020-05-20,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.38,0.88
2020-05-21,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.3,0.8
2020-05-22,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.28,0.78
2020-05-23,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.28,0.78
2020-05-24,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.28,0.78
2020-05-25,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.3,0.8
2020-05-26,-0.02,-0.11,0.19,-5.95238095238095e-06,-0.02,0.3,0.8
