,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap USDNOK,Open Bid_x,Open Bid_y,Open Ask_y
2008-07-11,2.41,5.74,6.05,-2.9651352231997392e-05,2.41,5.84,6.05
2008-07-12,2.41,5.82,5.92,-2.8592375366568916e-05,2.41,6.02,6.23
2008-07-13,2.37,5.82,5.92,-2.9261457303000324e-05,2.37,6.02,6.23
2008-07-14,2.33,5.83,6.03,-3.08641975308642e-05,2.33,6.02,6.23
2008-07-15,2.4,5.69,5.99,-2.933006535947713e-05,2.4,6.02,6.23
2008-07-16,2.39,5.74,6.04,-2.990822681088168e-05,2.39,6.07,6.28
2008-07-17,2.4,5.72,6.02,-2.9575163398692807e-05,2.4,6.05,6.26
2008-07-18,2.39,5.76,6.06,-3.007210750573582e-05,2.39,6.06,6.27
2008-07-19,2.35,5.78,5.88,-2.927031509121061e-05,2.35,5.9,6.1
2008-07-20,2.35,5.74,6.04,-3.059701492537313e-05,2.35,6.06,6.27
2008-07-21,2.3,5.74,6.04,-3.148148148148148e-05,2.3,6.04,6.25
2008-07-22,2.3,5.76,6.06,-3.1649831649831644e-05,2.3,5.92,6.12
2008-07-23,2.3,5.73,6.03,-3.13973063973064e-05,2.3,5.9,6.11
2008-07-24,2.35,5.69,6.0,-3.02653399668325e-05,2.35,5.83,6.04
2008-07-25,2.35,5.63,5.93,-2.968490878938639e-05,2.35,5.97,6.18
2008-07-26,2.4,5.64,5.94,-2.892156862745099e-05,2.4,5.72,5.93
2008-07-27,2.33,5.8,5.9,-2.9779779779779783e-05,2.33,5.72,5.93
2008-07-28,2.3,5.65,5.95,-3.072390572390573e-05,2.3,5.76,5.97
2008-07-29,2.45,5.59,6.04,-2.890499194847021e-05,2.45,5.92,6.13
2008-07-30,2.45,5.41,5.86,-2.745571658615137e-05,2.45,5.89,6.1
2008-07-31,2.4,5.59,5.9,-2.8594771241830075e-05,2.4,6.02,6.23
2008-08-01,2.3,5.65,5.95,-3.072390572390573e-05,2.3,6.01,6.22
2008-08-02,2.43,5.78,5.88,-2.7939747327502424e-05,2.43,6.03,6.24
2008-08-03,2.35,5.66,5.86,-2.91044776119403e-05,2.35,6.04,6.25
2008-08-04,2.28,5.76,6.06,-3.201219512195122e-05,2.28,5.99,6.15
2008-08-05,2.4,5.85,6.16,-3.0718954248366014e-05,2.4,6.04,6.25
2008-08-06,2.27,5.82,6.12,-3.270472307169555e-05,2.27,6.0,6.18
2008-08-07,2.27,5.76,6.07,-3.2279986408426776e-05,2.27,5.99,6.2
2008-08-08,2.27,5.76,6.06,-3.2195039075773026e-05,2.27,6.02,6.23
2008-08-09,2.39,5.82,5.92,-2.89249426417568e-05,2.39,6.08,6.29
2008-08-10,2.29,5.82,5.92,-3.064842958459979e-05,2.29,6.07,6.28
2008-08-11,2.35,5.48,5.86,-2.91044776119403e-05,2.35,6.07,6.28
2008-08-12,2.35,5.75,6.05,-3.067993366500829e-05,2.35,6.0,6.22
2008-08-13,2.24,5.8,6.09,-3.300754458161865e-05,2.24,6.13,6.34
2008-08-14,2.24,5.79,6.08,-3.292181069958848e-05,2.24,5.99,6.19
2008-08-15,2.24,5.77,6.06,-3.275034293552812e-05,2.24,6.09,6.3
2008-08-16,2.39,5.88,6.13,-3.0645689937725334e-05,2.39,6.11,6.32
2008-08-17,2.25,5.88,6.13,-3.316239316239316e-05,2.25,6.11,6.32
2008-08-18,2.35,5.69,6.13,-3.134328358208955e-05,2.35,6.11,6.32
2008-08-19,2.3,5.84,6.13,-3.223905723905724e-05,2.3,6.11,6.32
2008-08-20,2.24,5.88,6.18,-3.377914951989025e-05,2.24,6.14,6.35
2008-08-21,2.45,5.84,6.24,-3.051529790660226e-05,2.45,5.99,6.2
2008-08-22,2.4,5.87,6.14,-3.055555555555556e-05,2.4,6.04,6.25
2008-08-23,2.31,5.98,6.08,-3.163813360187982e-05,2.31,5.98,6.19
2008-08-24,2.38,5.98,6.08,-3.040762656147272e-05,2.38,5.98,6.19
2008-08-25,2.18,5.79,6.08,-3.4067085953878405e-05,2.18,6.02,6.22
2008-08-26,2.27,5.79,6.08,-3.2364933741080526e-05,2.27,6.0,6.2
2008-08-27,2.27,5.7,6.0,-3.16853550798505e-05,2.27,6.02,6.22
2008-08-28,2.3,5.49,5.89,-3.021885521885522e-05,2.3,6.01,6.21
2008-08-29,2.39,5.93,6.23,-3.1465093411996065e-05,2.39,6.0,6.21
2008-08-30,2.26,5.95,6.05,-3.229379686434902e-05,2.26,6.03,6.23
2008-08-31,2.4,5.95,6.05,-2.9820261437908505e-05,2.4,6.0,6.21
2008-09-01,2.35,5.65,6.09,-3.101160862354892e-05,2.35,6.01,6.21
2008-09-02,2.28,5.93,6.23,-3.34518970189702e-05,2.28,5.99,6.2
2008-09-03,2.25,5.9,6.2,-3.376068376068376e-05,2.25,6.01,6.22
2008-09-04,2.25,5.89,6.18,-3.3589743589743585e-05,2.25,5.98,6.19
2008-09-05,2.23,5.66,5.94,-3.1905744754041966e-05,2.23,6.02,6.23
2008-09-06,2.2,5.65,5.93,-3.2378472222222216e-05,2.2,6.1,6.31
2008-09-07,2.35,5.8,5.9,-2.9436152570480932e-05,2.35,6.1,6.31
2008-09-08,2.25,5.67,5.95,-3.162393162393162e-05,2.25,6.08,6.29
2008-09-09,2.3,5.65,5.94,-3.063973063973065e-05,2.3,6.03,6.22
2008-09-10,2.25,5.66,5.95,-3.162393162393162e-05,2.25,6.07,6.28
2008-09-11,2.3,5.61,5.9,-3.0303030303030312e-05,2.3,6.06,6.27
2008-09-12,2.25,5.68,5.97,-3.179487179487179e-05,2.25,6.07,6.28
2008-09-13,2.15,5.76,5.86,-3.271604938271606e-05,2.15,6.03,6.24
2008-09-14,2.23,5.76,5.86,-3.121775025799794e-05,2.23,6.03,6.24
2008-09-15,2.2,5.76,6.04,-3.333333333333333e-05,2.2,6.03,6.22
2008-09-16,2.8,5.75,6.0,-2.339181286549708e-05,2.8,5.8,6.01
2008-09-17,4.47,6.02,6.29,-9.242331911436118e-06,4.47,6.05,6.3
2008-09-18,3.0,7.03,7.39,-3.048611111111111e-05,3.0,6.17,6.27
2008-09-19,2.25,6.24,6.91,-3.982905982905983e-05,2.25,6.07,6.33
2008-09-20,2.5,4.96,5.64,-2.492063492063492e-05,2.5,5.95,6.18
2008-09-21,4.0,4.96,5.64,-9.111111111111109e-06,4.0,5.95,6.18
2008-09-22,3.5,4.98,5.67,-1.3395061728395058e-05,3.5,5.95,6.15
2008-09-23,3.0,6.05,6.3,-2.2916666666666667e-05,3.0,5.86,6.06
2008-09-24,3.6,5.88,6.36,-1.666666666666667e-05,3.6,5.85,6.05
2008-09-25,4.0,6.05,6.53,-1.4055555555555556e-05,4.0,5.95,6.15
2008-09-26,4.5,6.0,6.49,-1.0050505050505053e-05,4.5,5.96,6.16
2008-09-27,2.25,5.9,6.15,-3.333333333333334e-05,2.25,6.0,6.2
2008-09-28,4.2,5.9,6.15,-1.0416666666666666e-05,4.2,6.0,6.2
2008-09-29,3.8,6.4,6.65,-1.649305555555556e-05,3.8,6.01,6.21
2008-09-30,4.5,6.02,6.2,-8.585858585858585e-06,4.5,6.04,6.24
2008-10-01,4.55,7.61,8.08,-1.7667667667667673e-05,4.55,6.15,6.35
2008-10-02,3.0,7.09,7.56,-3.166666666666666e-05,3.0,6.17,6.37
2008-10-03,4.0,7.7,8.16,-2.3111111111111115e-05,4.0,6.16,6.36
2008-10-04,3.5,7.25,7.5,-2.469135802469136e-05,3.5,6.1,6.3
2008-10-05,4.4,6.15,6.35,-1.003086419753086e-05,4.4,6.1,6.3
2008-10-06,4.0,6.28,9.04,-2.8e-05,4.0,6.1,6.3
2008-10-07,2.5,8.15,8.61,-4.849206349206349e-05,2.5,6.15,6.35
2008-10-08,5.0,9.5,9.96,-2.296296296296297e-05,5.0,6.16,6.36
2008-10-09,3.75,9.24,9.7,-3.47953216374269e-05,3.75,6.12,6.32
2008-10-10,4.0,5.75,6.05,-1.1388888888888886e-05,4.0,6.32,6.52
2008-10-11,5.75,7.69,9.01,-1.3415637860082308e-05,5.75,6.35,6.55
2008-10-12,5.75,7.69,9.01,-1.3415637860082308e-05,5.75,6.35,6.55
2008-10-13,4.5,7.38,9.32,-2.4343434343434348e-05,4.5,6.25,6.45
2008-10-14,4.0,4.16,7.83,-2.127777777777778e-05,4.0,6.15,6.45
2008-10-15,3.25,3.1,5.73,-1.620915032679739e-05,3.25,6.24,6.44
2008-10-16,2.94,4.64,6.52,-2.523970671178793e-05,2.94,6.26,6.46
2008-10-17,2.75,4.04,6.62,-2.8666666666666668e-05,2.75,6.33,6.52
2008-10-18,2.15,6.15,6.4,-3.7477954144620817e-05,2.15,6.25,6.45
2008-10-19,3.5,5.23,5.43,-1.191358024691358e-05,3.5,6.25,6.45
2008-10-20,2.92,3.81,7.71,-3.3942743764172336e-05,2.92,6.13,6.43
2008-10-21,2.5,3.67,6.22,-2.952380952380952e-05,2.5,6.12,6.32
2008-10-22,0.75,4.22,6.7,-9.444444444444448e-05,0.75,6.1,6.3
2008-10-23,1.0,5.01,6.73,-7.958333333333335e-05,1.0,6.12,6.32
2008-10-24,1.5,4.05,5.85,-4.833333333333333e-05,1.5,6.11,6.31
2008-10-25,1.75,5.11,8.2,-6.515151515151514e-05,1.75,6.0,6.32
2008-10-26,1.9,3.5,3.75,-1.7720306513409963e-05,1.9,6.0,6.32
2008-10-27,1.9,3.83,5.61,-3.553639846743295e-05,1.9,5.9,6.2
2008-10-28,1.5,3.74,5.51,-4.455555555555556e-05,1.5,6.06,6.26
2008-10-29,2.1,4.03,5.87,-3.3781362007168464e-05,2.1,6.06,6.26
2008-10-30,0.65,4.32,6.62,-0.000100505050505,0.65,6.08,6.28
2008-10-31,0.8,3.47,5.58,-7.376543209876543e-05,0.8,6.08,6.26
2008-11-01,1.75,2.94,5.03,-3.3131313131313134e-05,1.75,6.1,6.3
2008-11-02,1.75,4.73,4.93,-3.2121212121212115e-05,1.75,6.1,6.3
2008-11-03,0.75,3.26,5.99,-8.317460317460317e-05,0.75,6.1,6.25
2008-11-04,0.47,3.64,5.46,-9.429327286470144e-05,0.47,6.11,6.31
2008-11-05,0.74,3.47,5.39,-7.423371647509578e-05,0.74,6.05,6.25
2008-11-06,-0.9,4.16,5.64,-0.0018166666666666,-0.9,6.1,6.3
2008-11-07,-0.82,3.99,5.62,-0.0009938271604938,-0.82,6.0,6.2
2008-11-08,1.0,4.78,4.88,-5.388888888888888e-05,1.0,6.06,6.26
2008-11-09,1.0,4.73,4.93,-5.458333333333333e-05,1.0,6.06,6.26
2008-11-10,0.25,4.63,4.93,-0.000104,0.25,6.06,6.26
2008-11-11,0.42,3.89,5.51,-9.95696400625978e-05,0.42,6.15,6.35
2008-11-12,0.37,3.8,5.4,-0.0001019870235198,0.37,6.11,6.21
2008-11-13,0.7,3.75,5.33,-7.565359477124182e-05,0.7,6.1,6.3
2008-11-14,-0.9,4.12,5.73,-0.0018416666666666,-0.9,6.11,6.31
2008-11-15,0.7,2.98,4.77,-6.650326797385621e-05,0.7,6.0,6.2
2008-11-16,0.6,2.98,4.77,-7.239583333333333e-05,0.6,6.0,6.2
2008-11-17,0.5,4.6,4.9,-8.148148148148149e-05,0.5,6.0,6.25
2008-11-18,0.9,3.44,4.91,-5.8625730994152045e-05,0.9,5.9,6.1
2008-11-19,0.77,3.67,5.24,-7.015065913370997e-05,0.77,6.15,6.55
2008-11-20,0.4,4.02,5.61,-0.000103373015873,0.4,5.96,6.16
2008-11-21,0.8,3.61,5.18,-6.759259259259258e-05,0.8,6.01,6.21
2008-11-22,0.75,3.32,5.05,-6.825396825396825e-05,0.75,6.0,6.2
2008-11-23,0.75,3.32,5.07,-6.857142857142858e-05,0.75,6.0,6.2
2008-11-24,0.85,3.29,4.87,-6.036036036036036e-05,0.85,5.8,6.0
2008-11-25,1.07,3.4,5.18,-5.515297906602253e-05,1.07,5.9,6.1
2008-11-26,1.0,3.31,5.07,-5.652777777777778e-05,1.0,5.5,5.8
2008-11-27,1.1,3.53,5.3,-5.555555555555556e-05,1.1,5.79,5.99
2008-11-28,1.0,3.53,5.31,-5.9861111111111104e-05,1.0,5.96,6.16
2008-11-29,0.75,3.52,5.28,-7.19047619047619e-05,0.75,5.83,6.03
2008-11-30,0.75,4.6,5.1,-6.904761904761904e-05,0.75,5.83,6.03
2008-12-01,0.9,4.68,4.98,-5.964912280701756e-05,0.9,5.84,6.04
2008-12-02,1.15,4.68,4.98,-4.9483204134366935e-05,1.15,5.7,5.9
2008-12-03,1.1,4.23,6.0,-6.48148148148148e-05,1.1,5.81,6.01
2008-12-04,0.6,3.63,5.21,-8.003472222222221e-05,0.6,5.81,6.01
2008-12-05,0.6,4.68,4.98,-7.604166666666667e-05,0.6,5.81,6.01
2008-12-06,0.75,4.4,4.9,-6.587301587301587e-05,0.75,5.8,6.0
2008-12-07,0.75,4.78,4.98,-6.714285714285714e-05,0.75,5.8,6.0
2008-12-08,-0.85,4.68,4.98,-0.0010796296296296,-0.85,5.75,5.95
2008-12-09,0.4,4.48,4.78,-8.690476190476192e-05,0.4,5.74,5.94
2008-12-10,0.17,3.8,5.56,-0.000127967711301,0.17,5.69,5.89
2008-12-11,0.1,4.13,4.43,-0.0001093434343434,0.1,5.71,5.91
2008-12-12,0.2,3.86,5.66,-0.0001263888888888,0.2,5.72,5.92
2008-12-13,0.25,3.38,5.18,-0.0001095555555555,0.25,5.73,5.93
2008-12-14,0.25,3.83,4.03,-8.4e-05,0.25,5.73,5.93
2008-12-15,0.2,3.73,4.03,-8.865740740740741e-05,0.2,5.7,5.9
2008-12-16,0.1,2.38,3.59,-8.813131313131312e-05,0.1,5.71,5.91
2008-12-17,0.1,2.96,4.25,-0.0001047979797979,0.1,5.45,5.65
2008-12-18,0.2,2.93,4.61,-0.0001020833333333,0.2,5.68,5.87
2008-12-19,0.1,2.45,4.07,-0.0001002525252525,0.1,5.62,5.82
2008-12-20,0.25,2.29,3.89,-8.08888888888889e-05,0.25,5.65,5.85
2008-12-21,0.25,2.9,3.4,-7.000000000000001e-05,0.25,5.65,5.85
2008-12-22,0.05,3.03,3.33,-8.677248677248675e-05,0.05,5.62,5.82
2008-12-23,0.5,3.15,4.8,-7.962962962962964e-05,0.5,5.65,5.85
2008-12-24,0.35,2.43,4.04,-7.592592592592591e-05,0.35,4.91,5.11
2008-12-25,0.1,2.44,4.05,-9.974747474747472e-05,0.1,5.1,5.3
2008-12-26,0.1,2.33,3.94,-9.696969696969696e-05,0.1,5.1,5.3
2008-12-27,0.25,3.1,3.85,-8e-05,0.25,5.1,5.3
2008-12-28,0.25,3.1,3.85,-8e-05,0.25,5.1,5.3
2008-12-29,0.25,3.03,3.33,-6.844444444444445e-05,0.25,5.1,5.3
2008-12-30,0.5,2.98,4.57,-7.537037037037038e-05,0.5,5.25,5.44
2008-12-31,0.03,2.19,3.79,-0.000101402373247,0.03,5.2,5.4
2009-01-01,0.25,2.2,3.8,-7.888888888888888e-05,0.25,5.2,5.4
2009-01-02,0.3,2.2,3.81,-7.500000000000001e-05,0.3,5.21,5.41
2009-01-03,0.43,2.79,4.49,-7.886557886557888e-05,0.43,5.2,5.4
2009-01-04,0.25,2.95,3.7,-7.666666666666667e-05,0.25,5.2,5.4
2009-01-05,0.05,3.08,3.38,-8.809523809523807e-05,0.05,5.21,5.41
2009-01-06,0.2,2.25,3.93,-8.63425925925926e-05,0.2,5.15,5.65
2009-01-07,0.2,2.29,3.96,-8.703703703703705e-05,0.2,5.05,5.25
2009-01-08,0.1,2.15,3.83,-9.41919191919192e-05,0.1,5.05,5.55
2009-01-09,0.2,1.99,3.47,-7.569444444444446e-05,0.2,5.01,5.21
2009-01-10,0.05,2.24,3.91,-0.0001021164021164,0.05,5.0,5.5
2009-01-11,0.25,2.8,3.3,-6.777777777777777e-05,0.25,5.0,5.5
2009-01-12,0.05,2.23,3.9,-0.0001018518518518,0.05,5.01,5.2
2009-01-13,0.1,2.29,3.79,-9.318181818181816e-05,0.1,5.04,5.24
2009-01-14,0.05,2.26,3.74,-9.76190476190476e-05,0.05,5.01,5.21
2009-01-15,0.1,2.25,3.73,-9.166666666666668e-05,0.1,5.01,5.21
2009-01-16,0.15,2.27,3.73,-8.647342995169085e-05,0.15,4.99,5.19
2009-01-17,0.1,2.32,4.01,-9.873737373737372e-05,0.1,5.02,5.22
2009-01-18,0.1,2.32,4.01,-9.873737373737372e-05,0.1,5.02,5.22
2009-01-19,0.02,2.35,4.06,-0.0001100217864923,0.02,4.94,5.14
2009-01-20,0.1,2.68,3.6,-8.838383838383836e-05,0.1,5.11,5.31
2009-01-21,0.1,2.33,3.81,-9.36868686868687e-05,0.1,5.05,5.25
2009-01-22,0.2,2.61,3.97,-8.726851851851853e-05,0.2,4.95,5.15
2009-01-23,0.25,2.67,4.28,-8.955555555555557e-05,0.25,4.85,5.05
2009-01-24,0.1,2.61,3.84,-9.444444444444444e-05,0.1,4.95,5.15
2009-01-25,0.1,2.9,3.4,-8.333333333333333e-05,0.1,4.95,5.15
2009-01-26,0.1,2.83,3.13,-7.65151515151515e-05,0.1,4.88,5.08
2009-01-27,0.1,2.58,3.84,-9.444444444444444e-05,0.1,4.7,4.9
2009-01-28,0.15,2.53,3.79,-8.792270531400967e-05,0.15,4.26,4.46
2009-01-29,0.23,2.53,3.79,-8.039747064137308e-05,0.23,4.27,4.46
2009-01-30,0.2,2.4,3.64,-7.962962962962965e-05,0.2,4.12,4.32
2009-01-31,0.18,2.21,3.9,-8.757062146892658e-05,0.18,4.0,4.2
2009-02-01,0.18,2.8,3.3,-7.344632768361583e-05,0.18,4.0,4.2
2009-02-02,0.3,2.21,3.89,-7.670940170940172e-05,0.3,4.23,4.43
2009-02-03,0.3,1.94,3.17,-6.132478632478631e-05,0.3,4.14,4.34
2009-02-04,0.3,2.02,3.26,-6.324786324786325e-05,0.3,4.15,4.35
2009-02-05,0.3,2.07,3.22,-6.23931623931624e-05,0.3,4.1,4.3
2009-02-06,0.3,2.62,3.86,-7.606837606837606e-05,0.3,4.16,4.36
2009-02-07,0.18,2.4,3.0,-6.638418079096046e-05,0.18,4.2,4.4
2009-02-08,0.18,2.4,3.0,-6.638418079096046e-05,0.18,4.2,4.4
2009-02-09,0.2,2.06,3.79,-8.310185185185186e-05,0.2,4.13,4.3
2009-02-10,0.3,2.02,3.77,-7.414529914529914e-05,0.3,4.15,4.35
2009-02-11,0.35,1.93,3.66,-6.810699588477366e-05,0.35,4.15,4.34
2009-02-12,0.22,1.77,3.53,-7.536429872495445e-05,0.22,4.2,4.4
2009-02-13,0.35,1.92,3.63,-6.748971193415637e-05,0.35,4.16,4.35
2009-02-14,0.3,2.4,3.36,-6.538461538461537e-05,0.3,4.12,4.32
2009-02-15,0.18,2.4,3.0,-6.638418079096046e-05,0.18,4.12,4.32
2009-02-16,0.3,2.33,2.63,-4.978632478632478e-05,0.3,4.16,4.36
2009-02-17,0.3,2.15,3.4,-6.623931623931624e-05,0.3,4.11,4.3
2009-02-18,0.3,1.97,3.2,-6.196581196581198e-05,0.3,4.14,4.34
2009-02-19,0.4,1.93,3.16,-5.4761904761904766e-05,0.4,4.13,4.33
2009-02-20,0.35,2.0,3.25,-5.967078189300411e-05,0.35,4.16,4.36
2009-02-21,0.25,2.38,3.34,-6.866666666666666e-05,0.25,4.1,4.3
2009-02-22,0.2,2.45,3.05,-6.597222222222222e-05,0.2,4.1,4.3
2009-02-23,0.2,2.35,2.65,-5.671296296296296e-05,0.2,4.0,4.2
2009-02-24,0.2,2.32,3.28,-7.129629629629629e-05,0.2,3.68,3.88
2009-02-25,0.2,2.34,3.29,-7.152777777777778e-05,0.2,3.6,4.1
2009-02-26,0.3,1.89,3.13,-6.0470085470085465e-05,0.3,3.5,3.7
2009-02-27,0.2,1.87,3.11,-6.73611111111111e-05,0.2,3.9,4.2
2009-02-28,0.2,2.4,2.8,-6.018518518518519e-05,0.2,3.7,3.9
2009-03-01,0.2,1.84,2.78,-5.972222222222221e-05,0.2,3.7,3.9
2009-03-02,0.2,2.36,2.66,-5.694444444444445e-05,0.2,3.71,3.9
2009-03-03,0.35,1.53,2.74,-4.9176954732510286e-05,0.35,3.75,3.95
2009-03-04,0.3,1.6,2.81,-5.363247863247863e-05,0.3,3.69,3.89
2009-03-05,0.25,1.71,2.94,-5.977777777777778e-05,0.25,3.4,3.6
2009-03-06,0.35,1.73,2.95,-5.349794238683128e-05,0.35,3.61,3.8
2009-03-07,0.3,2.3,2.7,-5.128205128205128e-05,0.3,3.1,3.3
2009-03-08,0.2,2.3,2.7,-5.787037037037037e-05,0.2,3.1,3.3
2009-03-09,0.35,2.28,2.58,-4.588477366255144e-05,0.35,3.66,3.86
2009-03-10,0.25,2.08,2.52,-5.044444444444444e-05,0.25,3.49,3.69
2009-03-11,0.3,1.96,3.2,-6.196581196581198e-05,0.3,3.5,3.7
2009-03-12,0.2,1.86,3.1,-6.712962962962962e-05,0.2,3.48,3.68
2009-03-13,0.35,1.87,3.12,-5.699588477366255e-05,0.35,3.51,3.71
2009-03-14,0.2,2.35,2.75,-5.902777777777777e-05,0.2,3.55,3.75
2009-03-15,0.2,2.35,2.75,-5.902777777777777e-05,0.2,3.55,3.75
2009-03-16,0.3,2.33,2.63,-4.978632478632478e-05,0.3,3.5,3.7
2009-03-17,0.35,1.87,3.12,-5.699588477366255e-05,0.35,3.45,3.65
2009-03-18,0.27,1.82,3.08,-6.146106736657918e-05,0.27,3.46,3.66
2009-03-19,0.25,1.97,3.25,-6.666666666666666e-05,0.25,3.48,3.68
2009-03-20,0.35,1.83,3.14,-5.740740740740741e-05,0.35,3.42,3.62
2009-03-21,0.25,2.3,2.7,-5.4444444444444446e-05,0.25,3.2,3.4
2009-03-22,0.2,2.3,2.7,-5.787037037037037e-05,0.2,3.2,3.4
2009-03-23,0.5,2.32,2.62,-3.925925925925926e-05,0.5,3.4,3.6
2009-03-24,0.5,1.52,2.84,-4.333333333333333e-05,0.5,3.36,3.56
2009-03-25,0.4,1.47,2.78,-4.722222222222224e-05,0.4,3.2,3.4
2009-03-26,0.25,1.37,2.66,-5.355555555555555e-05,0.25,3.1,3.3
2009-03-27,0.35,1.42,2.71,-4.8559670781893e-05,0.35,3.3,3.5
2009-03-28,0.6,1.95,2.45,-3.211805555555555e-05,0.6,3.11,3.31
2009-03-29,0.25,1.95,2.45,-4.88888888888889e-05,0.25,3.11,3.31
2009-03-30,0.3,1.88,2.18,-4.0170940170940174e-05,0.3,3.16,3.36
2009-03-31,0.23,1.88,2.18,-4.40379403794038e-05,0.23,3.17,3.37
2009-04-01,0.25,2.13,2.77,-5.6e-05,0.25,3.21,3.41
2009-04-02,0.35,2.23,3.4,-6.275720164609054e-05,0.35,3.15,3.35
2009-04-03,0.35,1.87,3.15,-5.761316872427983e-05,0.35,3.2,3.4
2009-04-04,0.18,2.0,2.3,-4.990583804143126e-05,0.18,3.2,3.4
2009-04-05,0.4,2.0,2.3,-3.76984126984127e-05,0.4,3.2,3.4
2009-04-06,0.23,1.51,3.15,-6.594399277326108e-05,0.23,2.9,3.4
2009-04-07,0.2,1.99,2.97,-6.412037037037038e-05,0.2,3.13,3.33
2009-04-08,0.33,1.69,3.06,-5.701754385964913e-05,0.33,3.11,3.31
2009-04-09,0.25,1.58,2.91,-5.911111111111112e-05,0.25,3.1,3.3
2009-04-10,0.23,1.57,2.88,-5.98464317976513e-05,0.23,3.09,3.29
2009-04-11,0.1,2.0,2.3,-5.555555555555554e-05,0.1,3.18,3.38
2009-04-12,0.26,2.0,2.3,-4.4973544973544974e-05,0.26,3.18,3.38
2009-04-13,0.3,1.56,2.84,-5.427350427350427e-05,0.3,3.18,3.38
2009-04-14,0.35,1.58,2.86,-5.1646090534979416e-05,0.35,3.26,3.45
2009-04-15,0.25,1.57,2.84,-5.755555555555555e-05,0.25,3.15,3.37
2009-04-16,0.1,1.98,2.28,-5.505050505050504e-05,0.1,3.16,3.36
2009-04-17,0.25,1.98,2.28,-4.51111111111111e-05,0.25,3.19,3.39
2009-04-18,0.25,1.9,2.4,-4.777777777777778e-05,0.25,3.0,3.5
2009-04-19,0.25,2.0,2.3,-4.5555555555555546e-05,0.25,3.0,3.5
2009-04-20,0.3,1.96,2.26,-4.1880341880341866e-05,0.3,3.18,3.38
2009-04-21,0.3,1.57,2.57,-4.85042735042735e-05,0.3,3.15,3.3
2009-04-22,0.25,1.22,2.0,-3.888888888888889e-05,0.25,3.17,3.37
2009-04-23,0.28,1.93,2.23,-4.231770833333333e-05,0.28,3.18,3.38
2009-04-24,0.28,1.78,2.76,-5.381944444444444e-05,0.28,3.19,3.39
2009-04-25,0.1,2.0,2.3,-5.555555555555554e-05,0.1,3.1,3.3
2009-04-26,0.25,2.0,2.3,-4.5555555555555546e-05,0.25,3.1,3.3
2009-04-27,0.25,1.93,2.23,-4.4000000000000006e-05,0.25,3.2,3.35
2009-04-28,0.25,1.72,2.68,-5.4000000000000005e-05,0.25,3.25,3.5
2009-04-29,0.2,1.65,2.6,-5.555555555555556e-05,0.2,3.45,3.65
2009-04-30,0.11,1.53,2.51,-6.006006006006005e-05,0.11,3.35,3.55
2009-05-01,0.2,1.53,2.52,-5.370370370370371e-05,0.2,3.4,3.6
2009-05-02,0.1,1.5,2.0,-4.797979797979798e-05,0.1,3.4,3.6
2009-05-03,0.25,1.5,2.0,-3.888888888888889e-05,0.25,3.4,3.6
2009-05-04,0.2,1.94,2.93,-6.319444444444446e-05,0.2,3.45,3.65
2009-05-05,0.2,1.64,2.63,-5.625e-05,0.2,3.48,3.68
2009-05-06,0.15,2.47,2.87,-6.570048309178745e-05,0.15,3.49,3.68
2009-05-07,0.15,1.31,2.3,-5.1932367149758455e-05,0.15,3.57,3.76
2009-05-08,0.2,1.4,1.7,-3.472222222222224e-05,0.2,3.6,4.1
2009-05-09,0.2,1.4,1.75,-3.587962962962964e-05,0.2,3.58,3.78
2009-05-10,0.3,1.4,1.75,-3.098290598290599e-05,0.3,3.58,3.78
2009-05-11,0.2,1.4,1.7,-3.472222222222224e-05,0.2,3.65,3.85
2009-05-12,0.09,1.32,2.32,-5.6829765545361865e-05,0.09,3.76,3.96
2009-05-13,0.24,1.33,1.63,-3.113799283154122e-05,0.24,3.68,3.88
2009-05-14,0.1,0.96,1.94,-4.646464646464645e-05,0.1,3.63,3.83
2009-05-15,0.1,1.3,1.6,-3.787878787878787e-05,0.1,3.76,3.96
2009-05-16,0.2,1.4,1.65,-3.356481481481482e-05,0.2,3.67,3.87
2009-05-17,0.25,1.4,1.65,-3.111111111111112e-05,0.25,3.67,3.87
2009-05-18,0.2,1.24,2.22,-4.675925925925926e-05,0.2,3.66,3.86
2009-05-19,0.18,1.3,1.6,-3.342749529190208e-05,0.18,3.85,4.05
2009-05-20,0.18,1.3,1.6,-3.342749529190208e-05,0.18,3.87,4.07
2009-05-21,0.23,1.3,1.6,-3.093947606142728e-05,0.23,3.8,4.0
2009-05-22,0.09,0.95,1.92,-4.663608562691132e-05,0.09,3.82,4.02
2009-05-23,0.1,1.34,1.59,-3.762626262626261e-05,0.1,3.68,3.88
2009-05-24,0.2,1.34,1.59,-3.217592592592592e-05,0.2,3.68,3.88
2009-05-25,0.2,1.3,1.6,-3.2407407407407415e-05,0.2,3.65,3.85
2009-05-26,0.11,1.03,1.99,-4.704704704704705e-05,0.11,3.14,3.34
2009-05-27,0.24,1.07,2.02,-3.987455197132617e-05,0.24,3.24,3.44
2009-05-28,0.09,0.99,1.93,-4.689092762487257e-05,0.09,3.6,3.8
2009-05-29,0.1,1.17,2.11,-5.075757575757575e-05,0.1,3.5,3.7
2009-05-30,0.1,1.2,2.16,-5.202020202020202e-05,0.1,3.3,3.8
